Sarga,Word,Word Start,Word End
शब्दोऽनित्यः,1000.820,1001.855
कार्यत्वाद्घटवत् ।,1001.855,1005.620
असिद्धस्त्रिविधः,1005.620,1007.470
आश्रयासिद्धः,1007.470,1009.100
स्वरूपासिद्धो,1009.100,1010.560
व्याप्यत्वासिद्धश्चेति ।,1010.560,1014.140
आश्रयासिद्धो,1014.140,1015.415
यथा,1015.415,1016.060
गगनारविन्दं,1016.060,1017.430
सुरभि,1017.430,1018.395
अरविन्दत्वात्सरोजारविन्दवत् ।,1018.395,1022.160
अत्र,1022.160,1022.415
गगनारविन्दमाश्रयः,1022.415,1024.550
स,1024.550,1024.720
च,1024.720,1024.850
नास्त्येव ।,1024.850,1026.420
स्वरूपासिद्धो,1026.420,1027.755
यथा,1027.755,1028.610
शब्दो,1028.610,1029.290
गुणश्चाक्षुषत्वात् ।,1029.290,1031.600
अत्र,1031.600,1031.940
चाक्षुषत्वं,1031.940,1033.115
शब्दं,1033.115,1033.835
नास्ति,1033.835,1034.505
शब्दस्य,1034.505,1035.205
श्रावणत्वात् ।,1035.205,1037.840
सोपाधिको,1037.840,1038.945
हेतुः,1038.945,1039.260
व्याप्यत्वासिद्धः ।,1039.260,1041.420
साध्यव्यापकत्वे,1041.420,1043.055
सति,1043.055,1043.425
साधनाव्यापकत्वमुपाधिः ।,1043.425,1046.120
साध्यसमानाधिकरणात्यन्ताभावाप्रतियोगित्वं,1046.120,1050.130
साध्यव्यापकत्वम् ।,1050.130,1052.020
साधनवन्निष्ठात्यन्ताभावप्रतियोगित्वं,1052.020,1055.635
साधनाव्यापकत्वम् ।,1055.635,1058.720
पर्वतो,1058.720,1059.230
धूमवान्वह्निमत्वादित्यत्रार्द्रेन्धनसंयोग,1059.230,1063.420
उपाधिः ।,1063.420,1064.820
तथाहि ।,1064.820,1065.920
यत्र,1065.920,1066.210
धूमस्तत्रार्द्रेन्धनसंयोग,1066.210,1068.945
इति,1068.945,1069.150
साध्यव्यापकता ।,1069.150,1071.280
यत्र,1071.280,1071.920
वह्निस्तत्रार्द्रेन्धनसंयोगो,1071.920,1074.255
नास्त्ययोगोलके,1074.255,1076.300
आर्द्रेन्धनसंयोगाभावादिति,1076.300,1078.990
साधनाव्यापकता ।,1078.990,1081.320
एवं,1081.320,1082.080
साध्यव्यापकत्वे,1082.080,1083.655
अस्ति,1083.655,1084.060
साधनाव्यापकत्वार्द्रेन्धनसंयोग,1084.060,1087.600
उपाधिः ।,1087.600,1089.200
सोपाधिकत्वाद्वह्निमत्त्वं,1089.200,1091.605
व्याप्यत्वासिद्धम् ।,1091.605,1095.020
यस्य,1095.020,1095.650
साध्याभावः,1095.650,1097.065
प्रमाणान्तरेण,1097.065,1099.130
निश्चितः,1099.130,1100.570
स,1100.570,1100.775
बाधितः ।,1100.775,1101.940
यथा,1101.940,1102.480
वह्निरनुष्णो,1102.480,1103.635
द्रव्यत्वाज्जलवत् ।,1103.635,1105.400
अत्रानुष्णत्वं,1105.400,1106.685
साध्यं,1106.685,1107.405
तदभाव,1107.405,1108.560
उष्णत्वं,1108.560,1109.430
स्पर्शनप्रत्यक्षेण,1109.430,1111.265
गुह्यते,1111.265,1111.790
इति,1111.790,1111.945
बाधितत्वम् ॥ ४७ ॥,1111.945,1115.400
उपमितिकरणमुपमानम् ।,1115.400,1120.480
संज्ञासंज्ञिसम्बन्धज्ञानमुपमितिः ।,1120.480,1124.220
तत्करणं,1124.220,1125.110
सादृश्यज्ञानम् ।,1125.110,1127.160
अतिदेशवाक्यार्थस्मरणमवान्तर,1127.160,1128.790
व्यापारः ।,1128.790,1129.120
तथा,1129.120,1129.745
हि,1129.745,1129.790
कश्चिद्गवयशब्दार्थमजानन्कुतश्चिदारण्यकपुरुषाद्गोसदृशो,1129.790,1134.135
गवय,1134.135,1134.630
इति,1134.630,1134.775
श्रुत्वा,1134.775,1135.875
वन,1135.875,1137.405
गतो,1137.405,1137.765
वाक्यार्थं,1137.765,1139.320
स्मरन्गोसदृशं,1139.320,1141.190
पिण्डं,1141.190,1141.695
पश्यति ।,1141.695,1142.580
तदनन्तरमसौ,1142.580,1144.275
गवयशब्दवाच्य,1144.275,1146.010
इत्युपमितिरुत्पद्यते ॥ ४८ ॥,1146.010,1151.480
आप्तवाक्यं,1151.480,1152.655
शद्बः ।,1152.655,1153.900
आप्तस्तु,1153.900,1154.680
यथार्थवक्ता ।,1154.680,1156.540
वाक्यं,1156.540,1157.520
पदसमूहः ।,1157.520,1159.020
यथा,1159.020,1159.465
गामानयेति ।,1159.465,1161.420
शक्तं,1161.420,1162.075
पदम् ।,1162.075,1163.060
अस्मात्पदादयमर्थो,1163.060,1165.000
बोद्धव्य,1165.000,1165.750
इतीश्वरसंकेतः,1165.750,1167.080
शक्तिः ॥ ४९ ॥,1167.080,1171.360
आकाङ्क्षा,1171.360,1173.315
योग्यता,1173.315,1174.005
संनिधिश्च,1174.005,1174.660
वाक्यार्थज्ञानहेतुः,1174.660,1177.860
पदस्य,1177.860,1178.760
पदान्तरव्यतिरेकप्रयुक्तान्वयाननुभावकत्वमाकाङ्क्षा ।,1178.760,1184.360
अर्थाबाघो,1184.360,1185.730
योग्यता ।,1185.730,1187.060
पदानामविलम्बेनोच्चारारणं,1187.060,1189.820
संनिधिः ॥ ५० ॥,1189.820,1191.040
आकाङ्क्षादिरहितं,1191.040,1192.580
वाक्यमप्रमाणम् ।,1192.580,1194.380
यथा,1194.380,1195.140
गौरश्वः,1195.140,1195.935
पुरुषो,1195.935,1196.605
हस्तीति,1196.605,1197.170
न,1197.170,1197.355
प्रमाणमाकाङ्क्षाविरहात् ।,1197.355,1200.860
अग्निना,1200.860,1201.440
सिञ्चेदिति,1201.440,1202.080
न,1202.080,1202.270
प्रमाणं,1202.270,1203.235
योग्यताविरहात् ।,1203.235,1205.580
प्रहरे,1205.580,1206.185
प्रहरेऽसहोच्चारितानि,1206.185,1208.080
गामानयेत्यादिपदानि,1208.080,1210.365
न,1210.365,1210.695
प्रमाणं,1210.695,1211.495
साम्निध्याभावात् ॥ ५१ ॥,1211.495,1214.400
वाक्यं,1214.400,1215.560
द्विविधम् ।,1215.560,1216.260
वैदिकं,1216.260,1217.160
लौकिकं,1217.160,1217.855
च ।,1217.855,1218.620
वैदिकमीश्वरोक्तत्वात्सर्वमेव,1218.620,1221.180
प्रमाणम् ।,1221.180,1222.540
लौकिकं,1222.540,1223.200
त्वाप्तोक्तं,1223.200,1224.170
प्रमाणम् ।,1224.170,1225.120
अन्यदप्रमाणम् ॥ ५२ ॥,1225.120,1228.720
वाक्यार्थ्ज्ञानं,1228.720,1230.225
शब्दज्ञानम् ।,1230.225,1231.800
तत्करणं,1231.800,1234.485
शब्दः ॥ ५३ ॥,1234.485,1236.560
अयथार्थानुभवस्त्रिविधः,1236.560,1239.050
संशयविपर्ययतर्कभेदात् ।,1239.050,1242.340
एकस्मिन्धर्मिणि,1242.340,1243.830
विरुद्धनानाध्र्म्वैशिष्ट्यावगाहि,1243.830,1247.135
ज्ञानं,1247.135,1247.675
संशयः ।,1247.675,1248.880
यथा,1248.880,1249.365
स्थाणुर्वा,1249.365,1250.375
पुरुषो,1250.375,1250.885
वेति ।,1250.885,1252.240
मिथ्याज्ञानं,1252.240,1253.635
विपर्ययः ।,1253.635,1255.000
यथा,1255.000,1255.620
शुक्तौ,1255.620,1256.345
इदं,1256.345,1256.820
रजतमिति ।,1256.820,1257.920
व्याप्यारोपेण,1257.920,1259.505
व्यापकारोपस्तर्कः,1259.505,1261.895
यथा,1261.895,1262.815
यदि,1262.815,1263.030
वह्निर्न,1263.030,1263.735
स्यात्तर्हि,1263.735,1264.725
धूमोऽपि,1264.725,1265.395
न,1265.395,1265.515
स्यादिति ॥ ५४ ॥,1265.515,1267.200
स्मृतिरपि,1267.200,1267.965
द्विविधा ।,1267.965,1269.000
यथार्थायथार्था,1269.000,1271.130
च ।,1271.130,1272.160
प्रमाजन्या,1272.160,1273.350
यथार्था ।,1273.350,1274.660
अप्रमाजन्याऽयथार्था ॥ ५५ ॥,1274.660,1277.560
सर्वेषामनुकूलतया,1277.560,1279.250
वेदनीयं,1279.250,1280.180
सुखम् ॥ ५६ ॥,1280.180,1281.320
सर्वेषां,1281.320,1282.185
प्रतिकूलतया,1282.185,1283.180
वेदनीयं,1283.180,1284.100
दुःखम् ॥ ५७ ॥,1284.100,1285.440
इच्छा,1285.440,1286.060
कामः ॥ ५८ ॥,1286.060,1286.800
क्रोधो,1286.800,1287.845
द्वेषः ॥ ५९ ॥,1287.845,1288.480
कृतिः,1288.480,1289.160
प्रयत्नः ॥ ६० ॥,1289.160,1290.800
विहितकर्मजन्यो,1290.800,1292.310
धर्मः ॥ ६१ ॥,1292.310,1293.360
निषिद्धकर्मजन्यस्त्वधर्मः ॥ ६२ ॥,1293.360,1296.240
बुद्ध्यादयोऽष्टावात्ममात्रविशेषगुणाः ॥ ६३ ॥,1296.240,1300.560
बुद्धीच्छा,1300.560,1301.530
प्रयत्ना,1301.530,1302.405
द्विविधाः ।,1302.405,1303.400
नित्या,1303.400,1303.905
अनित्याश्च ।,1303.905,1304.960
नित्या,1304.960,1305.665
ईश्वरस्यानित्या,1305.665,1307.560
जीवस्य ॥ ६४ ॥,1307.560,1308.520
संस्कारस्त्रिविधः ।,1308.520,1311.120
वेगो,1311.120,1311.715
भावना,1311.715,1312.420
स्थितिस्थापकश्चेति ।,1312.420,1315.500
वेगः,1315.500,1316.255
पृथिव्यादिचतुष्टयमनोवृत्तिः ।,1316.255,1319.420
अनुभवजन्या,1319.420,1320.595
स्मृतिहेतुर्भावना ।,1320.595,1322.960
आत्ममात्रवृत्तिः ।,1322.960,1325.400
अन्यथाकृतस्य,1325.400,1327.065
पुनस्तदवस्थापकः,1327.065,1329.280
स्थितिस्थापकः,1329.280,1330.650
कटादिपृथिवीवृत्तिः ॥ ६५ ॥,1330.650,1332.800
चलनात्मकं,1332.800,1336.385
कर्म ।,1336.385,1337.460
ऊर्ध्वदेशसंयोगहेतुरुत्क्षेपणम् ।,1337.460,1340.720
अधोदेशसंयोगहेतुरपक्षेपणम् ।,1340.720,1344.080
शरीरसंनिकृष्टसंयोगहेतुराकुञ्चनम् ।,1344.080,1347.520
विप्रकृष्टसंयोगहेतुः,1347.520,1349.805
प्रसारणम् ।,1349.805,1351.200
अन्यत्सर्वं,1351.200,1352.320
गमनम् ।,1352.320,1353.080
पृथिव्यादिचतुष्टयमनोमात्रव्ट्ति ॥ ६६ ॥,1353.080,1354.480
नित्यमेकमनेकानुगतं,1354.480,1355.810
सामान्यं,1355.810,1356.890
द्रव्यगुणकर्मवृत्ति ।,1356.890,1359.060
तद्द्विविधं,1359.060,1360.270
पराऽपरभेदात् ।,1360.270,1362.520
परं,1362.520,1363.105
सत्ता ।,1363.105,1364.160
अपरं,1364.160,1364.680
द्रव्यत्वादिः ॥ ६७ ॥,1364.680,1365.920
नित्यद्रव्यवृत्तयो,1365.920,1368.290
व्यावर्तका,1368.290,1369.445
विशेषाः ॥ ६८ ॥,1369.445,1371.120
नित्यसम्बन्धः,1371.120,1372.280
समवायः ।,1372.280,1373.540
अयुतसिद्धवृत्तिः ।,1373.540,1375.400
ययोर्द्वयोर्मध्ये,1375.400,1377.130
एकमविनश्यदपराऽश्रितमेवावतिष्ठते,1377.130,1381.505
तावयुतसिद्धौ,1381.505,1383.050
यथा,1383.050,1383.845
अवयवाऽवयविनौ,1383.845,1386.340
क्रियाक्रियावन्तौ,1386.340,1388.020
जातिव्यक्ती,1388.020,1388.820
विशेषनित्यद्रव्ये,1388.820,1391.635
चेति ॥ ६९ ॥,1391.635,1393.640
अनादिः,1393.640,1394.250
सान्तः,1394.250,1394.820
प्रागभावः ।,1394.820,1396.300
उत्पत्तेः,1396.300,1397.245
पूर्वं,1397.245,1397.795
कार्यस्य ।,1397.795,1399.420
सादिरनन्तः,1399.420,1400.525
प्रध्वंसः ।,1400.525,1401.800
उत्पत्यनन्तरं,1401.800,1403.065
कार्यस्य ।,1403.065,1404.660
त्रैकालिकसंसर्गावच्छिन्नप्रतियोगिताकोऽत्यन्ताभावः ।,1404.660,1410.000
यथा,1410.000,1410.630
भूतले,1410.630,1411.420
घटो,1411.420,1411.855
नास्तीति ।,1411.855,1413.680
तादात्म्यसम्बन्धावच्छिन्नप्रतियोगिताकोऽन्योन्याभावः ।,1413.680,1418.820
यथा,1418.820,1419.265
घटः,1419.265,1419.740
पटो,1419.740,1420.365
नेति ॥ ७० ॥,1420.365,1421.000
सर्वेषां,1421.000,1422.575
पदार्थानां,1422.575,1424.560
यथायथमुक्तेष्वन्तर्भावात्सप्तैव,1424.560,1428.175
पदार्था,1428.175,1429.025
इति,1429.025,1429.225
सिद्धम् ॥ ७१ ॥,1429.225,1433.440
इति,1433.440,1433.680
गुणखण्डः ।,1433.680,1435.380
तर्कसंग्रहः,1435.380,1436.210
समाप्तः,1436.210,1436.805
।,1436.805,1438.560
