Kanda,Sarga,Sentence,Sentence Start,Sentence End
1,10,आपृच्छ्य तु तदा विप्रं व्रतचर्यां निवेद्य च ॥ २१ ॥,206.9,210.76
1,10,गच्छन्ति स्मापदेशात्ताः भीतास्तस्य पितुः स्त्रियः ।,210.76,217.12
1,10,गतासु तासु सर्वासु काश्यपस्यात्मजो द्विजः ॥ २२ ॥,217.12,221.24
1,10,अस्वस्थहृदयश्चासीद्दुःखं स्म परिवर्तते ।,221.24,228.06
1,10,ततोऽपरेद्युस्तं देशमाजगाम स वीर्यवान् ॥ २३ ॥,228.06,235.64
1,10,मनोज्ञा यत्र ता दृष्टा वारमुख्याः स्वलङ्कृताः ।,235.64,240.7
1,10,दृष्टैव च तदा विप्रमायान्तं हृष्टमानसाः ॥ २४ ॥,240.7,245.62
1,10,उपसृत्य ततः सर्वास्तास्तमूचुरिदं वचः ।,245.62,250.06
1,10,एह्याश्रमपदं सौम्य ह्यस्माकमिति चाब्रुवन् ॥ २५ ॥,250.06,256.66
1,10,तत्राप्येष विधिः श्रीमान् विशेषेण भविष्यति ।,256.66,263.78
1,10,श्रुत्वा तु वचनं तासां सर्वासां हृदयङ्गमम् ॥ २६ ॥,263.78,268.66
1,10,गमनाय मतिं चक्रे तं च निन्युस्तदा स्त्रियः ।,268.66,272.08
1,10,तत्र चानीयमाने तु विप्रे तस्मिन् महात्मनि ॥ २७ ॥,272.08,277.74
1,10,ववर्ष सहसा देवो जगत्प्रह्लादयंस्तदा ।,277.74,282.16
1,10,हर्षेणैवागतं विप्रं विषयं स्वं नराधिपः ॥ २८ ॥,282.16,287.32
1,10,प्रत्युद्गम्य मुनिं प्रह्वः शिरसा च महीं गतः ।,287.32,291.28
1,10,अर्घ्यं च प्रददौ तस्मै न्यायतः सुसमाहितः ॥ २९ ॥,291.28,295.98
1,10,वव्रे प्रसादं विप्रेन्द्रान्मा विप्रं मन्युराविशत् ।,295.98,300.68
1,10,अन्तःपुरं प्रविश्यास्मै कन्यां दत्त्वा यथाविधि ॥ ३० ॥,300.68,317.04
1,10,शान्तां शान्तेन मनसा राजा हर्षमवाप सः ।,317.04,324.66
1,10,एवं स न्यवसत्तत्र सर्वकामैः सुपूजितः ॥ ३१ ॥,324.66,335.28
1,11,भूय एव च राजेन्द्र शृणु मे वचनं हितम् ।,0.0,9.38
1,11,यथा स देवप्रवरः कथायामेवमब्रवीत् ॥ १ ॥,9.38,14.7
1,11,इक्ष्वाकूणां कुले जातो भविष्यति सुधार्मिकः ।,14.7,19.54
1,11,राजा दशरथो नाम श्रीमान् सत्यप्रतिश्रवः ॥ २ ॥,19.54,25.76
1,11,अङ्गराजेन सख्यं च तस्य राज्ञो भविष्यति ।,25.76,30.44
1,11,कन्या चास्य महाभागा शान्ता नाम भविष्यति ॥ ३ ॥,30.44,35.42
1,11,पुत्रस्त्वङ्गस्य राज्ञस्तु रोमपाद इति श्रुतः ।,35.42,40.1
1,11,अङ्गराजं दशरथो गमिष्यति महायशाः ॥ ४ ॥,40.1,45.28
1,11,अनपत्योऽस्मि धर्मात्मन् शान्ताभर्ता मम क्रतुम् ।,45.28,49.9
1,11,आहरेत त्वयाज्ञप्तः सन्तानार्थं कुलस्य च ॥ ५ ॥,49.9,55.38
1,11,श्रुत्वा राज्ञोऽथ तद्वाक्यं मनसा स विचिन्त्य च ।,55.38,59.82
1,11,प्रदास्यते पुत्रवन्तं शान्ताभर्तारमात्मवान् ॥ ६ ॥,59.82,65.66
1,11,प्रतिगृह्य च त विप्रं स राजा विगतज्वरः ।,65.66,70.26
1,11,आहरिष्यति तं यज्ञं प्रहृष्टेनान्तरात्मना ॥ ७ ॥,70.26,75.14
1,11,तं च राजा दशरथो यष्टुकामः कृताञ्जलिः ।,75.14,79.92
1,11,ऋश्यशृङ्गं द्विजश्रेष्ठं वरयिष्यति धर्मवित् ॥ ८ ॥,79.92,83.64
1,11,यज्ञार्थं प्रसवार्थं च स्वर्गार्थं च जनेश्वरः ।,83.64,89.92
1,11,लभते च स तं कामं विप्रमुख्याद्विशाम्पतिः ॥ ९ ॥,89.92,94.76
1,11,पुत्राश्चास्य भविष्यन्ति चत्वारोऽमितविक्रमाः ।,94.76,100.0
1,11,वंशप्रतिष्ठानकराः सर्वलोकेषु विश्रुताः ॥ १० ॥,100.0,104.98
1,11,एवं स देवप्रवरः पूर्वं कथितवान् कथाम् ।,104.98,109.72
1,11,सनत्कुमारो भगवान् पुरा देवयुगे प्रभुः ॥ ११ ॥,109.72,114.36
1,11,स त्वं पुरुषशार्दूल तमानय सुसत्कृतम् ।,114.36,118.56
1,11,स्वयमेव च राजेन्द्र गत्वा सबलवाहनः ॥ १२ ॥,118.56,127.22
1,11,अनुमान्य वसिष्ठं च सूतवाक्यं निशम्य च ।,127.22,131.72
1,11,सान्तःपुरः सहामात्यः प्रययौ यत्र स द्विजः ॥ १३ ॥,131.72,135.6
1,11,वनानि सरितश्चैव व्यतिक्रम्य शनैः शनैः ।,135.6,141.34
1,11,अभिचक्राम तं देशं यत्र वै मुनिपुङ्गवः ॥ १४ ॥,141.34,145.46
1,11,आसाद्य तं द्विजश्रेष्ठं रोमपादसमीपगम् ।,145.46,149.96
1,11,ऋषिपुत्रं ददर्शादौ दीप्यमानमिवानलम् ॥ १५ ॥,149.96,154.78
1,11,ततो राजा यथान्यायं पूजां चक्रे विशेषतः ।,154.78,160.06
1,11,सखित्वात्तस्य वै राज्ञः प्रहृष्टेनान्तरात्मना ॥ १६ ॥,160.06,165.46
1,11,रोमपादेन चाख्यातमृषिपुत्राय धीमते ।,165.46,169.98
1,11,सख्यं सम्बन्धकं चैव तदा तं प्रत्यपूजयत् ॥ १७ ॥,169.98,174.58
1,11,एवं सुसत्कृतस्तेन सहोषित्वा नरर्षभः ।,174.58,179.04
1,11,सप्ताष्टदिवसान् राजा राजानमिदमब्रवीत् ॥ १८ ॥,179.04,183.56
1,11,शान्ता तव सुता राजन् सह भर्त्रा विशाम्पते ।,183.56,188.88
1,11,मदीयं नगरं यातु कार्यं हि महदुद्यतम् ॥ १९ ॥,188.88,192.92
1,11,तथेति राजा संश्रुत्य गमनं तस्य धीमतः ।,192.92,197.64
1,11,उवाच वचनं विप्रं गच्छ त्वं सह भार्यया ॥ २० ॥,197.64,201.98
1,11,ऋषिपुत्रः प्रतिश्रुत्य तथेत्याह नृपं तदा ।,201.98,206.34
1,11,स नृपेणाभ्यनुज्ञातः प्रययौ सह भार्यया ॥ २१ ॥,206.34,211.46
1,11,तावन्योन्याञ्जलिं कृत्वा स्नेहात्संश्लिष्य चोरसा ।,211.46,216.64
1,11,ननन्दतुर्दशरथो रोमपादश्च वीर्यवान् ॥ २२ ॥,216.64,220.74
1,11,ततः सुहृदमापृच्छ्य प्रस्थितो रघुनन्दनः ।,220.74,224.22
1,11,पौरेभ्यः प्रेषयामास दूतान् वै शीघ्रगामिनः ॥ २३ ॥,224.22,230.32
1,11,क्रियतां नगरं सर्वं क्षिप्रमेव स्वलङ्कृतम् ।,230.32,234.78
1,11,धूपितं सिक्तसम्मृष्टं पताकाभिरलङ्कृतम् ॥ २४ ॥,234.78,238.66
1,11,ततः प्रहृष्टाः पौरास्ते श्रुत्वा राजानमागतम् ।,238.66,243.72
1,11,तथा प्रचक्रुस्तत्सर्वं राज्ञा यत्प्रेषितं तदा ॥ २५ ॥,243.72,249.04
1,11,ततः स्वलङ्कृतं राजा नगरं प्रविवेश ह ।,249.04,253.0
1,11,शङ्खदुन्दुभिर्निर्घोषैः पुरस्कृत्य द्विजर्षभम् ॥ २६ ॥,253.0,257.24
1,11,ततः प्रमुदिताः सर्वे दृष्ट्वा तं नागरा द्विजम् ।,257.24,262.34
1,11,प्रवेश्यमानं सत्कृत्य नरेन्द्रेणेन्द्रकर्मणा ॥ २७ ॥,262.34,266.14
1,11,अन्तःपुरं प्रवेश्यैनं पूजां कृत्वा विधानतः ।,266.14,270.98
1,11,कृतकृत्यं तदात्मानं मेने तस्योपवाहनात् ॥ २८ ॥,270.98,275.46
1,11,अन्तःपुरस्त्रियः सर्वाः शान्तां दृष्ट्वा तथागताम् ।,275.46,284.96
1,11,सह भर्त्रा विशालाक्षीं प्रीत्यानन्दमुपागमन् ॥ २९ ॥,284.96,294.0
1,11,पूज्यमाना च ताभिः सा राज्ञा चैव विशेषतः ।,294.0,309.44
1,11,उवास तत्र सुखिता कञ्चित्कालं सहर्त्विजा ॥ ३० ॥,309.44,316.8
1,12,ततः काले बहुतिथे कस्मिंश्चित्सुमनोहरे ।,0.0,10.64
1,12,वसन्ते समनुप्राप्ते राज्ञो यष्टुं मनोऽभवत् ॥ १ ॥,10.64,16.02
1,12,ततः प्रसाद्य शिरसा तं विप्रं देववर्णिनम् ।,16.02,19.58
1,12,यज्ञाय वरयामास सन्तानार्थं कुलस्य वै ॥ २ ॥,19.58,24.76
1,12,तथेति च स राजानमुवाच च सुसत्कृतः ।,24.76,28.64
1,12,सम्भाराः सम्भ्रियन्तां ते तुरगश्च विमुच्यताम् ॥ ३ ॥,28.64,33.86
1,12,ततो राजाब्रवीद्वाक्यं सुमन्त्रं मन्त्रिसत्तमम् ।,33.86,44.3
1,12,सुमन्त्रावाहय क्षिप्रमृत्विजो ब्रह्मवादिनः ॥ ४ ॥,44.3,48.98
1,12,सुयज्ञं वामदेवं च जाबालिमथ काश्यपम् ।,48.98,52.96
1,12,पुरोहितं वसिष्ठं च ये चाप्यन्ये द्विजातयः ॥ ५ ॥,52.96,58.38
1,12,ततः सुमन्त्रस्त्वरितं गत्वा त्वरितविक्रमः ।,58.38,62.68
1,12,समानयत्स तान् सर्वान् समर्थान् वेदपारगान् ॥ ६ ॥,62.68,67.66
1,12,तान् पूजयित्वा धर्मात्मा राजा दशरथस्तदा ।,67.66,73.24
1,12,धर्मार्थसहितं युक्तं श्लक्ष्णं वचनमब्रवीत् ॥ ७ ॥,73.24,77.38
1,12,मम लालप्यमानस्य पुत्रार्थं नास्ति वै सुखम् ।,77.38,82.06
1,12,तदर्थं हयमेधेन यक्ष्यामीति मतिर्मम ॥ ८ ॥,82.06,85.96
1,12,तदहं यष्टुमिच्छामि शास्त्रदृष्टेन कर्मणा ।,85.96,91.34
1,12,ऋषिपुत्रप्रभावेन कामान् प्राप्स्यामि चाप्यहम् ॥ ९ ॥,91.34,95.9
1,12,ततः साध्विति तद्वाक्यं ब्राह्मणाः प्रत्यपूजयन् ।,95.9,100.82
1,12,वसिष्ठप्रमुखाः सर्वे पार्थिवस्य मुखाच्च्युतम् ॥ १० ॥,100.82,106.34
1,12,ऋश्यशृङ्गपुरोगाश्च प्रत्यूचुर्नृपतिं तदा ।,106.34,110.96
1,12,सम्भाराः सम्भ्रियन्तां ते तुरगश्च विमुच्यताम् ॥ ११ ॥,110.96,115.88
1,12,सर्वथा प्राप्स्यसे पुत्रांश्चतुरोऽमितविक्रमान् ।,115.88,124.6
1,12,यस्य ते धार्मिकी बुद्धिरियं पुत्रार्थमागता ॥ १२ ॥,124.6,129.94
1,12,ततः प्रीतोऽभवद्राजा श्रुत्वा तु द्विजभाषितम् ।,129.94,134.92
1,12,अमात्यांश्चाब्रवीद्राजा हर्षेणेदं शुभाक्षरम् ॥ १३ ॥,134.92,140.96
1,12,गुरूणां वचनाच्छीघ्रं सम्भाराः सम्भ्रियन्तु मे ।,140.96,146.3
1,12,समर्थाधिष्ठितश्चाश्वस्सोपाध्यायो विमुच्यताम् ॥ १४ ॥,146.3,151.52
1,12,सरय्वाश्चोत्तरे तीरे यज्ञभूमिर्विधीयताम् ।,151.52,156.62
1,12,शान्तयश्चाभिवर्द्धन्तां यथाकल्पं यथाविधि ॥ १५ ॥,156.62,161.44
1,12,शक्यः कर्तुमयं यज्ञः सर्वेणापि महीक्षिता ।,161.44,165.98
1,12,नापराधो भवेत्कष्टो यद्यस्मिन् क्रतुसत्तमे ॥ १६ ॥,165.98,170.88
1,12,छिद्रं हि मृगयन्तेऽत्र विद्वांसो ब्रह्मराक्षसाः ।,170.88,176.24
1,12,विघ्नितस्य हि यज्ञस्य सद्यः कर्ता विनश्यति ॥ १७ ॥,176.24,180.48
1,12,तद्यथा विधिपूर्वं मे क्रतुरेष समाप्यते ।,180.48,185.12
1,12,तथा विधानं क्रियतां समर्थाः करणेष्विह ॥ १८ ॥,185.12,188.6
1,12,पार्थिवेन्द्रस्य तद्वाक्यं यथाज्ञप्तमकुर्वत ।,188.6,196.46
1,12,ततो द्विजास्ते धर्मज्ञमस्तुवन् पार्थिवर्षभम् ॥ १९ ॥,196.46,204.66
1,12,अनुज्ञातास्ततः सर्वे पुनर्जग्मुर्यथागतम् ।,204.66,217.52
1,12,गतेष्वथ द्विजाग्र्येषु मन्त्रिणस्तान्नराधिपः ॥ २० ॥,217.52,224.22
1,12,विसर्ज्जयित्वा स्वं वेश्म प्रविवेश महाद्युतिः ॥ २१ ॥,224.22,233.4
1,13,पुनः प्राप्ते वसन्ते तु पूर्णः संवत्सरोऽभवत् ।,0.0,9.18
1,13,प्रसवार्थं गतो यष्टुं हयमेधेन वीर्यवान् ॥ १ ॥,9.18,19.28
1,13,अब्रवीत्प्रश्रितं वाक्यं प्रसवार्थं द्विजोत्तमम् ।,19.28,25.4
1,13,यज्ञो मे क्रियतां विप्र यथोक्तं मुनिपुङ्गव ॥ २ ॥,25.4,29.12
1,13,यथा न विघ्नः क्रियते यज्ञाङ्गेषु विधीयताम् ।,29.12,35.48
1,13,भवान् स्निग्धः सुहृन्मह्यं गुरुश्च परमो महान् ॥ ३ ॥,35.48,40.38
1,13,वोढव्यो भवता चैव भारो यज्ञस्य चोद्यतः ।,40.38,45.36
1,13,तथेति च स राजानमब्रवीद्द्विजसत्तमः ॥ ४ ॥,45.36,49.76
1,13,करिष्ये सर्वमेवैतद्भवता यत्समर्थितम् ।,49.76,53.66
1,13,ततोऽब्रवीद्द्विजान् वृद्धान् यज्ञकर्मसु निष्ठितान् ॥ ५ ॥,53.66,59.42
1,13,स्थापत्ये निष्ठितांश्चैव वृद्धान् परमधार्मिकान् ।,59.42,67.98
1,13,गणकान् शिल्पिनश्चैव तथैव नटनर्तकान् ॥ ६ ॥,67.98,74.26
1,13,तथा शुचीन् शास्त्रविदः पुरुषान् सुबहुश्रुतान् ।,74.26,78.76
1,13,यज्ञकर्म समीहन्तां भवन्तो राजशासनात् ॥ ७ ॥,78.76,83.8
1,13,इष्टका बहुसाहस्रीः शीघ्रमानीयतामिति ।,83.8,87.92
1,13,औपकार्याः क्रियन्तां च राज्ञां बहुगुणान्विताः ॥ ८ ॥,87.92,93.5
1,13,ब्राह्मणावसथाश्चैव कर्तव्याः शतशः शुभाः ।,93.5,98.42
1,13,भक्ष्यान्नपानैर्बहुभिः समुपेताः सुनिष्ठिताः ॥ ९ ॥,98.42,103.36
1,13,तथा पौरजनस्यापि कर्त्तव्या बहुविस्तराः ।,103.36,109.22
1,13,वाजिवारणशालाश्च तथा शय्यागृहाणि च ॥ १० ॥,109.22,113.76
1,13,भटानां महदावासो वैदेशिकनिवासिनाम् ।,113.76,122.3
1,13,आवासा बहुभक्ष्या वै सर्वकामैरुपस्थिताः ॥ ११ ॥,122.3,126.8
1,13,तथा जानपदस्यापि जनस्य बहु शोभनम् ।,126.8,130.72
1,13,दातव्यमन्नं विधिवत् सत्कृत्य न तु लीलता ॥ १२ ॥,130.72,135.02
1,13,सर्ववर्णा यथा पूजां प्राप्नुवन्ति सुसत्कृताः ।,135.02,140.26
1,13,न चावज्ञा प्रयोक्तव्या कामक्रोधवशादपि ॥ १३ ॥,140.26,145.14
1,13,यज्ञकर्मणि ये व्यग्राः पुरुषाः शिल्पिनस्तथा ।,145.14,150.0
1,13,तेषामपि विशेषेण पूजा कार्या यथाक्रमम् ॥ १४ ॥,150.0,154.8
1,13,ते च स्युः सम्भृताः सर्वे वसुभिर्भोजनेन च ।,154.8,159.46
1,13,यथा सर्वं सुविहितं न किञ्चित् परिहीयते ॥ १५ ॥,159.46,163.66
1,13,तथा भवन्तः कुर्वन्तु प्रीतिस्निग्धेन चेतसा ।,163.66,168.42
1,13,ततः सर्वे समागम्य वसिष्ठमिदमब्रुवन् ॥ १६ ॥,168.42,171.8
1,13,यथोक्तं तत्सुविहितं न किञ्चित् परिहीयते ।,171.8,176.72
1,13,यथोक्तं तत्करिष्यामो न किञ्चित् परिहीयते ॥ १७ ॥,176.72,181.4
1,13,ततः सुमन्त्रमानीय वसिष्ठो वाक्यमब्रवीत् ।,181.4,185.58
1,13,निमन्त्रयस्व नृपतीन् पृथिव्यां ये च धार्मिकाः ॥ १८ ॥,185.58,190.64
1,13,ब्राह्मणान् क्षत्रियान् वैश्यान् शूद्रांश्चैव सहस्रशः ।,190.64,196.8
1,13,समानयस्व सत्कृत्य सर्वदेशेषु मानवान् ॥ १९ ॥,196.8,201.3
1,13,मिथिलाधिपतिं शूरं जनकं सत्यविक्रमम् ।,201.3,205.06
1,13,तमानय महाभागं स्वयमेव सुसत्कृतम् ॥ २० ॥,205.06,208.88
1,13,पूर्वसम्बन्धिनं ज्ञात्वा ततः पूर्वं ब्रवीमि ते ।,208.88,214.64
1,13,तथा काशीपतिं स्निग्धं सततं प्रियवादिनम् ॥ २१ ॥,214.64,218.38
1,13,वयस्यं राजसिंहस्य स्वयमेवानयस्व ह ।,218.38,223.46
1,13,तथा केकयराजानं वृद्धं परमधार्मिकम् ॥ २२ ॥,223.46,227.94
1,13,श्वशुरं राजसिंहस्य सपुत्रं त्वमिहानय ।,227.94,230.9
1,13,अङ्गेश्वरं महाभागं रोमपादं सुसत्कृतम् ॥ २३ ॥,230.9,236.38
1,13,वयस्यं राजसिंहस्य समानय यशस्विनम् ।,236.38,245.04
1,13,मगधाधिपतिं शूरं सर्वशास्त्रविशारदम् ॥ २४ ॥,245.04,249.46
1,13,प्राप्तिज्ञं परमोदारं सत्कृतं पुरुषर्षभम् ।,249.46,253.58
1,13,राज्ञः शासनमादाय चोदयस्व नृपर्षभान् ॥ २५ ॥,253.58,258.34
1,13,प्राचीनान् सिन्धुसौवीरान् सौराष्ट्रेयांश्च पार्थिवान् ।,258.34,264.8
1,13,दाक्षिणात्यान्नरेन्द्रांश्च समस्तानानयस्व ह ॥ २६ ॥,264.8,269.9
1,13,सन्ति स्निग्धाश्च ये चान्ये राजानः पृथिवीतले ।,269.9,275.1
1,13,तानानय यथाक्षिप्रं सानुगान् सह बान्धवान् ॥ २७ ॥,275.1,280.94
1,13,वसिष्ठवाक्यं तच्छ्रुत्वा सुमन्त्रस्त्वरितस्तदा ।,280.94,287.94
1,13,व्यादिशत्पुरुषांस्तत्र राज्ञामानयने शुभान् ॥ २८ ॥,287.94,294.48
1,13,स्वयमेव हि धर्मात्मा प्रययौ मुनिशासनात् ।,294.48,299.18
1,13,सुमन्त्रस्त्वरितो भूत्वा समानेतुं महीक्षितः ॥ २९ ॥,299.18,305.34
1,13,सर्वं निवेदयन्ति स्म यज्ञे यदुपकल्पितम् ।,305.34,312.14
1,13,ततः प्रीतो द्विजश्रेष्ठस्तान् सर्वान् पुनरब्रवीत् ॥ ३० ॥,312.14,317.62
1,13,अवज्ञया न दातव्यं कस्यचिल्लीलयापि वा ।,317.62,320.76
1,13,अवज्ञया कृतं हन्याद्दातारं नात्र संशयः ॥ ३१ ॥,320.76,325.86
1,13,ततः कैश्चिदहोरात्रैरुपयाता महीक्षितः ।,325.86,331.36
1,13,बहूनि रत्नान्यादाय राज्ञो दशरथस्य हि ॥ ३२ ॥,331.36,334.74
1,13,ततो वसिष्ठः सुप्रीतो राजानमिदमब्रवीत् ।,334.74,339.8
1,13,उपयाता नरव्याघ्र राजानस्तव शासनात् ॥ ३३ ॥,339.8,344.72
1,13,मया च सत्कृताः सर्वे यथार्हं राजसत्तमाः ।,344.72,349.28
1,13,यज्ञियं च कृतं राजन् पुरुषैः सुसमाहितैः ॥ ३४ ॥,349.28,353.56
1,13,निर्यातु च भवान् यष्टुं यज्ञायतनमन्तिकात् ।,353.56,362.58
1,13,सर्वकामैरुपहृतैरुपेतं वै समन्ततः ॥ ३५ ॥,362.58,370.66
1,13,द्रष्टुमर्हसि राजेन्द्र मनसेव विनिर्मितम् ।,370.66,375.66
1,13,तथा वसिष्ठवचनादृश्यशृङ्गस्य चोभयोः ॥ ३६ ॥,375.66,382.58
1,13,शुभे दिवसनक्षत्रे निर्यातो जगतीपतिः ।,382.58,387.68
1,13,ऋश्यशृङ्गं पुरस्कृत्य यज्ञकर्मारभंस्तदा ॥ ३७ ॥,387.68,397.22
1,13,यज्ञवाटगताः सर्वे यथाशास्त्रं यथाविधि ॥ ३८ ॥,397.22,408.56
1,14,अथ संवत्सरे पूर्णे तस्मिन् प्राप्ते तुरङ्गमे ।,0.0,9.88
1,14,सरय्वाश्चोत्तरे तीरे राज्ञो यज्ञोऽभ्यवर्तत ॥ १ ॥,9.88,15.18
1,14,ऋश्यशृङगं पुरस्कृत्य कर्म चक्रुर्द्विजर्षभाः ।,15.18,19.96
1,14,अश्वमेधे महायज्ञे राज्ञोऽस्य सुमहात्मनः ॥ २ ॥,19.96,25.3
1,14,कर्म कुर्वन्ति विधिवद्याजका वेदपारगाः ।,25.3,29.6
1,14,यथाविधि यथान्यायं परिक्रामन्ति शास्त्रतः ॥ ३ ॥,29.6,34.1
1,14,प्रवर्ग्यं शास्त्रतः कृत्वा तथैवोपसदं द्विजाः ।,34.1,39.12
1,14,चक्रुश्च विधिवत्सर्वमधिकं कर्म शास्त्रतः ॥ ४ ॥,39.12,43.54
1,14,अभिपूज्य ततो हृष्टाः सर्वे चक्रुर्यथाविधि ।,43.54,48.0
1,14,प्रातःसवनपूर्वाणि कर्माणि मुनिपुङ्गवाः ॥ ५ ॥,48.0,52.62
1,14,ऐन्द्रश्च विधिवद्दत्तो राजा चाभिष्टुतोऽनघः ।,52.62,57.36
1,14,माध्यन्दिनं च सवनं प्रावर्तत यथाक्रमम् ॥ ६ ॥,57.36,61.2
1,14,तृतीयसवनं चैव राज्ञोऽस्य सुमहात्मनः ।,61.2,66.08
1,14,चक्रुस्ते शास्त्रतो दृष्ट्वा तथा ब्राह्मणपुङ्गवाः ॥ ७ ॥,66.08,76.62
1,14,ऋष्यश्रङ्गादौ मन्त्रैः शिक्षाक्षरसमन्वितौ ।,76.62,81.52
1,14,गगीतिभिर्मधुरैः स्निग्धैर्मन्त्राहानैर्यथार्हतः ॥ ८ ॥,81.52,87.02
1,14,होतारो ददुरावाह्य हविर्भागान्दिवौकसाम् ।,87.02,91.76
1,14,न चाहुतमभूत्तत्र स्खलितं वापि किञ्चन ॥ ९ ॥,91.76,96.4
1,14,दृश्यते ब्रह्मवत्सर्वं क्षेमयुक्तं हि चक्रिरे ।,96.4,101.12
1,14,न तेष्वहस्सु श्रान्तो वा क्षुधितो वापि दृश्यते ॥ १० ॥,101.12,106.22
1,14,नाविद्वान् ब्राह्मणस्तत्र नाशतानुचरस्तथा ।,106.22,111.24
1,14,ब्राह्मणा भुञ्जते नित्यं नाथवन्तश्च भुञ्जते ॥ ११ ॥,111.24,116.04
1,14,तापसा भुञ्जते चापि श्रमणा भुञ्जते तथा ।,116.04,120.92
1,14,वृद्धाश्च व्याधिताश्चैव स्त्रियो बालास्तथैव च ॥ १२ ॥,120.92,124.86
1,14,अनिशं भुञ्जमानानां न तृप्तिरुपलभ्यते ।,124.86,130.32
1,14,दीयतां दीयतामन्नं वासांसि विविधानि च ॥ १३ ॥,130.32,135.18
1,14,इति सञ्चोदितास्तत्र तथा चक्रुरनेकशः ।,135.18,138.46
1,14,अन्नकूटाश्च बहवो दृश्यन्ते पर्वतोपमाः ॥ १४ ॥,138.46,144.14
1,14,दिवसे दिवसे तत्र सिद्धस्य विधिवत्तदा ।,144.14,148.18
1,14,नानादेशादनुप्राप्ताः पुरुषाः स्त्रीगणास्तथा ॥ १५ ॥,148.18,152.34
1,14,अन्नपानैः सुविहितास्तस्मिन् यज्ञे महात्मनः ।,152.34,157.4
1,14,अन्नं हि विधिवत्स्वादु प्रशंसन्ति द्विजर्षभाः ॥ १६ ॥,157.4,162.94
1,14,अहो तृप्ताः स्म भद्रं त इति शुश्राव राघवः ।,162.94,167.34
1,14,स्वलङ्कृताश्च पुरुषा ब्राह्मणान् पर्यवेषयन् ॥ १७ ॥,167.34,172.16
1,14,उपासते च तानन्ये सुमृष्टमणिकुण्डलाः ।,172.16,176.64
1,14,कर्मान्तरे तदा विप्रा हेतुवादान् बहूनपि ॥ १८ ॥,176.64,181.1
1,14,प्राहुः स्म वाग्ग्मिनो धीराः परस्परजिगीषया ।,181.1,185.86
1,14,दिवसे दिवसे तत्र संस्तरे कुशला द्विजाः ॥ १९ ॥,185.86,190.18
1,14,सर्वकर्माणि चक्रुस्ते यथाशास्त्रं प्रचोदिताः ।,190.18,195.14
1,14,नाषडङ्गविदत्रासीन्नाव्रतो नाबहुश्रुतः ॥ २० ॥,195.14,199.84
1,14,सदस्यास्तस्य वै राज्ञो नावादकुशला द्विजाः ।,199.84,204.58
1,14,प्राप्ते यूपोच्छ्रये तस्मिन् षड्बैल्वाः खादिरास्तथा ॥ २१ ॥,204.58,211.3
1,14,तावन्तो बिल्वसहिताः पर्णिनश्च तथाऽपरे ।,211.3,215.0
1,14,श्लेष्मातकमयस्त्वेको देवदारुमयस्तथा ॥ २२ ॥,215.0,219.7
1,14,द्वावेव तत्र विहितौ बाहुव्यस्तपरिग्रहौ ।,219.7,223.54
1,14,कारिताः सर्व एवैते शास्त्रज्ञैर्यज्ञकोविदैः ॥ २३ ॥,223.54,229.22
1,14,शोभार्थं तस्य यज्ञस्य काञ्चनालङ्कृता भवन् ।,229.22,233.58
1,14,एकविंशति यूपास्ते एकविंशत्यरत्नयः ॥ २४ ॥,233.58,239.04
1,14,वासोभिरेकविंशद्भिरेकैकं समलङ्कृताः ।,239.04,243.46
1,14,विन्यस्ता विधिवत्सर्वे शिल्पिभिः सुकृता दृढाः ॥ २५ ॥,243.46,248.12
1,14,अष्टाश्रयः सर्व एव श्लक्ष्णरूपसमन्विताः ।,248.12,253.16
1,14,आच्छादितास्ते वासोभिः पुष्पैर्गन्धैश्च पूजिताः ॥ २६ ॥,253.16,258.42
1,14,सप्तर्षयो दीप्तिमन्तो विराजन्ते यथा दिवि ।,258.42,262.82
1,14,इष्टकाश्च यथान्यायं कारिताश्च प्रमाणतः ॥ २७ ॥,262.82,267.6
1,14,चितोऽग्निर्ब्राह्मणैस्तत्र कुशलैः शुल्बकर्मणि ।,267.6,272.04
1,14,स चित्यो राजसिंहस्य सञ्चितः कुशलैर्द्विजैः ॥ २८ ॥,272.04,276.3
1,14,गरुडो रुक्मपक्षो वै त्रिगुणोऽष्टादशात्मकः ।,276.3,281.2
1,14,नियुक्तास्तत्र पशवस्तत्तदुद्दिश्य दैवतम् ॥ २९ ॥,281.2,285.08
1,14,उरगाः पक्षिणश्चैव यथाशास्त्रं प्रचोदिताः ।,285.08,290.02
1,14,शामित्रे तु हयस्तत्र तथा जलचराश्च ये ॥ ३० ॥,290.02,294.22
1,14,ऋत्विग्भिः सर्वमेवैतन्नियुक्तं शास्त्रतस्तदा ।,294.22,298.54
1,14,पशूनां त्रिशतं तत्र यूपेषु नियतं तदा ॥ ३१ ॥,298.54,301.66
1,14,अश्वरत्नोत्तमं तत्र राज्ञो दशरथस्य च ।,301.66,306.98
1,14,कौसल्या तं हयं तत्र परिचर्य समन्ततः ॥ ३२ ॥,306.98,310.86
1,14,कृपाणैर्विशशासैनं त्रिभिः परमया मुदा ।,310.86,315.62
1,14,पतत्रिणा तदा सार्द्धं सुस्थितेन च चेतसा ॥ ३३ ॥,315.62,319.92
1,14,अवसद्रजनीमेकां कौसल्या धर्मकाम्यया ।,319.92,324.78
