Adhyaya,Pada,Word,Word Start,Word End
3,2,नाडीमुष्ट्योश्च,102.500,104.460
3,2,उदि,104.460,105.745
3,2,कूले,105.745,106.480
3,2,रुजिवहोः,106.480,108.440
3,2,वहाभ्रे,108.440,109.510
3,2,लिहः,109.510,110.500
3,2,परिमाणे,110.500,111.925
3,2,पचः,111.925,113.520
3,2,मितनखे,113.520,114.505
3,2,च,114.505,115.640
3,2,विध्वरुषोस्तुदः,115.640,118.240
3,2,असूर्यललाटयोर्दृशितपोः,118.240,122.080
3,2,उग्रम्पश्येरम्मदपाणिन्धमाश्च,122.080,125.560
3,2,प्रियवशे,125.560,127.225
3,2,वदः,127.225,127.590
3,2,खच्,127.590,129.060
3,2,द्विषत्परयोस्तापेः,129.060,132.600
3,2,वाचि,132.600,133.120
3,2,यमो,133.120,133.605
3,2,व्रते,133.605,134.860
3,2,पूःसर्वयोर्दारिसहोः,134.860,138.940
3,2,सर्वकूलाभ्रकरीषेषु,138.940,141.390
3,2,कषः,141.390,142.880
3,2,मेघर्तिभयेषु,142.880,144.345
3,2,कृञः,144.345,145.300
3,2,क्षेमप्रियमद्रेऽण्,145.300,147.570
3,2,च,147.570,148.900
3,2,आशिते,148.900,149.725
3,2,भुवः,149.725,150.185
3,2,करणभावयोः,150.185,152.560
3,2,संज्ञायां,152.560,153.650
3,2,भृतॄवृजिधारिसहितपिदमः,153.650,157.880
3,2,गमश्च,157.880,158.400
3,2,अन्तात्यन्ताध्वदूरपारसर्वानन्तेषु,158.400,164.550
3,2,डः,164.550,165.380
3,2,आशिषि,165.380,165.935
3,2,हनः,165.935,168.300
3,2,अपे,168.300,169.030
3,2,क्लेशतमसोः,169.030,170.880
3,2,कुमारशीर्षयोर्णिनिः,170.880,174.460
3,2,लक्षणे,174.460,175.285
3,2,जायापत्योष्टक्,175.285,178.160
3,2,अमनुष्यकर्तृके,178.160,179.575
3,2,च,179.575,180.700
3,2,शक्तौ,180.700,181.445
3,2,हस्तिकपाटयोः,181.445,183.680
3,2,पाणिघताडघौ,183.680,185.385
3,2,शिल्पिनि,185.385,186.780
3,2,आढ्यसुभगस्थूलपलितनग्नान्धप्रियेषु,186.780,191.255
3,2,च्व्यर्थेष्वच्वौ,191.255,192.960
3,2,कृञः,192.960,193.350
3,2,करणे,193.350,194.310
3,2,ख्युन्,194.310,195.340
3,2,कर्तरि,195.340,196.725
3,2,भुवः,196.725,197.185
3,2,खिष्णुच्खुकञौ,197.185,199.600
3,2,स्पृशोऽनुदके,199.600,200.920
3,2,क्विन्,200.920,202.520
3,2,ऋत्विग्दधृक्स्रग्दिगुष्णिगञ्चुयुजिक्रुञ्चां,202.520,206.460
3,2,च,206.460,207.380
3,2,त्यदादिषु,207.380,208.785
3,2,दृशोऽनालोचने,208.785,210.025
3,2,कञ्,210.025,210.765
3,2,च,210.765,211.680
3,2,सत्सूद्विषद्रुहदुहयुजविदभिदच्छिदजिनीराजामुपसर्गेऽपि,211.680,218.500
3,2,क्विप्,218.500,220.200
3,2,भजो,220.200,220.785
3,2,ण्विः,220.785,221.720
3,2,छन्दसि,221.720,222.915
3,2,सहः,222.915,224.220
3,2,वहश्च,224.220,224.720
3,2,कव्यपुरीषपुरीष्येषु,224.720,228.395
3,2,ञ्युट्,228.395,229.600
3,2,हव्येऽनन्तः,229.600,230.735
3,2,पादम्,230.735,232.360
3,2,जनसनखनक्रमगमो,232.360,234.385
3,2,विट्,234.385,235.460
3,2,अदोऽनन्ने,235.460,237.100
3,2,क्रव्ये,237.100,238.040
3,2,च,238.040,238.640
3,2,दुहः,238.640,239.495
3,2,कब्,239.495,239.790
3,2,घश्च,239.790,240.180
3,2,मन्त्रे,240.180,242.175
3,2,श्वेतवहोक्थशस्पुरोडाशो,242.175,245.130
3,2,ण्विन्,245.130,246.840
3,2,अवे,246.840,247.300
3,2,यजः,247.300,248.860
3,2,विजुपे,248.860,249.775
3,2,छन्दसि,249.775,251.520
3,2,आतो,251.520,252.165
3,2,मनिन्क्वनिब्वनिपश्च,252.165,255.220
3,2,अन्येभ्योऽपि,255.220,256.595
3,2,दृश्यन्ते,256.595,258.080
3,2,क्विप्,258.080,259.135
3,2,च,259.135,259.860
3,2,स्थः,259.860,260.530
3,2,क,260.530,260.870
3,2,च,260.870,261.500
3,2,सुप्यजातौ,261.500,263.205
3,2,णिनिस्ताच्छील्ये,263.205,265.600
3,2,कर्तर्युपमाने,265.600,268.420
3,2,व्रते,268.420,270.080
3,2,बहुलमाभीक्ष्ण्ये,270.080,273.580
3,2,मनः,273.580,274.720
3,2,आत्ममाने,274.720,276.220
3,2,खश्च,276.220,276.860
3,2,भूते,276.860,279.160
3,2,करणे,279.160,280.845
3,2,यजः,280.845,282.000
3,2,कर्मणि,282.000,283.340
3,2,हनः,283.340,284.360
3,2,ब्रह्मभ्रूणवृत्रेषु,284.360,286.910
3,2,क्विप्,286.910,287.840
3,2,बहुलं,287.840,289.325
3,2,छन्दसि,289.325,290.340
3,2,सुकर्मपापमन्त्रपुण्येषु,290.340,293.465
3,2,कृञः,293.465,294.440
3,2,सोमे,294.440,296.190
3,2,सुञः,296.190,297.160
3,2,अग्नौ,297.160,298.780
3,2,चेः,298.780,300.060
3,2,कर्मण्यग्न्याख्यायाम्,300.060,303.620
3,2,कर्मणीनिविक्रियः,303.620,306.620
3,2,दृशेः,306.620,308.050
3,2,क्वनिप्,308.050,309.980
3,2,राजनि,309.980,310.700
3,2,युधिकृञः,310.700,311.880
3,2,सहे,311.880,313.290
3,2,च,313.290,313.960
3,2,सप्तम्यां,313.960,315.800
3,2,जनेर्डः,315.800,317.140
3,2,पञ्चम्यामजातौ,317.140,320.860
3,2,उपसर्गे,320.860,321.830
3,2,च,321.830,321.940
3,2,संज्ञायाम्,321.940,324.580
3,2,अनौ,324.580,325.110
3,2,कर्मणि,325.110,326.040
3,2,अन्येष्वपि,326.040,328.270
3,2,दृश्यते,328.270,329.420
3,2,निष्ठा,329.420,331.760
3,2,सुयजोर्ङ्वनिप्,331.760,334.360
3,2,जीर्यतेरतृन्,334.360,336.900
3,2,छन्दसि,336.900,338.590
3,2,लिट्,338.590,339.540
3,2,लिटः,339.540,340.270
3,2,कानज्वा,340.270,342.200
3,2,क्वसुश्च,342.200,343.880
3,2,भाषायां,343.880,346.235
3,2,सदवसश्रुवः,346.235,348.940
3,2,उपेयिवाननाश्वाननूचानश्च,348.940,352.280
3,2,लुङ्,352.280,354.300
3,2,अनद्यतने,354.300,356.100
3,2,लङ्,356.100,356.880
3,2,अभिज्ञावचने,356.880,358.945
3,2,लृट्,358.945,359.940
3,2,न,359.940,360.465
3,2,यदि,360.465,361.220
3,2,विभाषा,361.220,362.490
3,2,साकाङ्क्षे,362.490,364.320
3,2,परोक्षे,364.320,366.015
3,2,लिट्,366.015,366.860
3,2,हशश्वतोर्लङ्,366.860,369.030
3,2,च,369.030,369.740
3,2,प्रश्ने,369.740,371.090
3,2,चासन्नकाले,371.090,372.960
3,2,लट्,372.960,374.065
3,2,स्मे,374.065,374.960
3,2,अपरोक्षे,374.960,376.720
3,2,च,376.720,377.400
3,2,ननौ,377.400,378.495
3,2,पृष्टप्रतिवचने,378.495,380.940
3,2,नन्वोर्विभाषा,380.940,383.480
3,2,पुरि,383.480,384.485
3,2,लुङ्,384.485,384.890
3,2,चास्मे,384.890,386.420
3,2,वर्तमाने,386.420,388.165
3,2,लट्,388.165,389.260
3,2,लटः,389.260,389.975
3,2,शतृशानचावप्रथमासमानाधिकरणे,389.975,393.980
3,2,सम्बोधने,393.980,395.950
3,2,च,395.950,396.520
3,2,लक्षणहेत्वोः,396.520,399.160
3,2,क्रियायाः,399.160,400.660
3,2,तौ,400.660,401.795
3,2,सत्,401.795,402.540
3,2,पूङ्यजोः,402.540,404.195
3,2,शानन्,404.195,405.300
3,2,ताच्छील्यवयोवचनशक्तिषु,405.300,408.620
3,2,चानश्,408.620,409.380
3,2,इङ्धार्योः,409.380,412.285
3,2,शत्रकृच्छ्रिणि,412.285,413.800
3,2,द्विषोऽमित्रे,413.800,416.660
3,2,सुञो,416.660,417.355
3,2,यज्ञसंयोगे,417.355,419.320
3,2,अर्हः,419.320,420.740
3,2,प्रशंसायाम्,420.740,422.460
3,2,आक्वेस्तच्छीलतद्धर्मतत्साधुकारिषु,422.460,427.440
3,2,तृन्,427.440,428.840
3,2,अलंकृञ्निराकृञ्प्रजनोत्पचोत्पतोन्मदरुच्यपत्रपवृतुवृधुसहचर,428.840,436.820
3,2,इष्णुच्,436.820,437.200
3,2,णेश्छन्दसि,437.200,440.300
3,2,भुवश्च,440.300,441.780
3,2,ग्लाजिस्थश्च,441.780,444.285
3,2,क्स्नुः,444.285,445.100
3,2,त्रसिगृधिधृषिक्षिपेः,445.100,448.575
3,2,क्नुः,448.575,449.580
3,2,शमित्यष्टाभ्यो,449.580,452.240
3,2,घिनुण्,452.240,453.140
3,2,संपृचानुरुधाङ्यमाङ्यसपरिसृसंसृजपरिदेविसंज्वरपरिक्षिपपरिरटपरिवदपरिदहपरिमुहदुषद्विषद्रुहदुहयुजाक्रीडविविचत्यजरजभजातिचरापचरामुषाभ्याहनश्च,453.140,474.560
3,2,वौ,474.560,475.545
3,2,कषलसकत्थस्रम्भः,475.545,477.960
3,2,अपे,477.960,479.225
3,2,च,479.225,479.370
3,2,लषः,479.370,480.320
3,2,प्रे,480.320,481.230
3,2,लपसृद्रुमथवदवसः,481.230,483.860
3,2,निन्दहिंसक्लिशखादविनाशपरिक्षिपपरिरटपरिवादिव्याभाषासूञो,483.860,491.550
3,2,वुञ्,491.550,492.340
3,2,देविक्रुशोश्चोपसर्गे,492.340,496.020
3,2,चलनशब्दार्थादकर्मकाद्युच्,496.020,500.260
3,2,अनुदात्तेतश्च,500.260,501.935
3,2,हलादेः,501.935,503.600
3,2,जुचङ्क्रम्यदन्द्रम्यसृगृधिज्वलशुचलषपतपदः,503.600,510.400
3,2,क्रुधमण्डार्थेभ्यश्च,510.400,513.660
3,2,न,513.660,515.105
3,2,यः,515.105,515.940
3,2,सूददीपदीक्षश्च,515.940,518.820
3,2,लषपतपदस्थाभूवृषहनकमगमशॄभ्य,518.820,525.305
3,2,उकञ्,525.305,526.100
3,2,जल्पभिक्षकुट्टलुण्टवृङः,526.100,529.525
3,2,षाकन्,529.525,530.560
3,2,प्रजोरिनिः,530.560,532.820
3,2,जिदृक्षिविश्रीण्वमाव्यथाभ्यमपरिभूप्रसूभ्यश्च,532.820,538.820
3,2,स्पृहिगृहिपतिदयिनिद्रातन्द्राश्रद्धाभ्य,538.820,544.790
3,2,आलुच्,544.790,546.000
3,2,दाधेट्सिशदसदो,546.000,549.025
3,2,रुः,549.025,550.120
3,2,सृघस्यदः,550.120,551.075
3,2,क्मरच्,551.075,552.740
3,2,भञ्जभासमिदो,552.740,554.305
3,2,घुरच्,554.305,554.840
3,2,विदिभिदिच्छिदेः,554.840,557.380
3,2,कुरच्,557.380,558.660
3,2,इण्नश्जिसर्त्तिभ्यः,558.660,560.675
3,2,क्वरप्,560.675,562.760
3,2,गत्वरश्च,562.760,564.260
3,2,जागुरूकः,564.260,567.060
3,2,यजजपदशां,567.060,568.700
3,2,यङः,568.700,569.700
3,2,नमिकम्पिस्म्यजसकमहिंसदीपो,569.700,573.690
3,2,रः,573.690,574.260
3,2,सनाशंसभिक्ष,574.260,577.160
3,2,उः,577.160,577.880
3,2,विन्दुरिच्छुः,577.880,580.300
3,2,क्याच्छन्दसि,580.300,582.680
3,2,आदृगमहनजनः,582.680,585.070
3,2,किकिनौ,585.070,585.965
3,2,लिट्,585.965,586.335
3,2,च,586.335,587.020
3,2,स्वपितृषोर्नजिङ्,587.020,589.680
3,2,शॄवन्द्योरारुः,589.680,592.940
3,2,भियः,592.940,593.505
3,2,क्रुक्लुकनौ,593.505,595.400
3,2,स्थेशभासपिसकसो,595.400,598.145
3,2,वरच्,598.145,599.420
3,2,यश्च,599.420,599.955
3,2,यङः,599.955,601.360
3,2,भ्राजभासधुर्विद्युतोर्जिपॄजुग्रावस्तुवः,601.360,606.565
3,2,क्विप्,606.565,608.320
3,2,अन्येभ्योऽपि,608.320,609.760
3,2,दृश्यते,609.760,610.980
3,2,भुवः,610.980,612.390
3,2,संज्ञाऽन्तरयोः,612.390,614.720
3,2,विप्रसम्भ्यो,614.720,616.650
3,2,ड्वसंज्ञायाम्,616.650,618.720
3,2,धः,618.720,619.900
3,2,कर्मणि,619.900,620.685
3,2,ष्ट्रन्,620.685,621.820
3,2,दाम्नीशसयुयुजस्तुतुदसिसिचमिहपतदशनहः,621.820,628.405
3,2,करणे,628.405,629.640
3,2,हलसूकरयोः,629.640,631.855
3,2,पुवः,631.855,633.060
3,2,अर्तिलूधूसूखनसहचर,633.060,636.720
3,2,इत्रः,636.720,637.720
3,2,पुवः,637.720,638.805
3,2,संज्ञायाम्,638.805,640.620
3,2,कर्तरि,640.620,641.840
3,2,चर्षिदेवतयोः,641.840,644.000
3,2,ञीतः,644.000,644.955
3,2,क्तः,644.955,646.060
3,2,मतिबुद्धिपूजार्थेभ्यश्च,646.060,649.240
3,2,कर्मणि-दिवा-पूःसर्व-सत्सू-बहुलम्-अन्येष्वपि-नन्वोः-शमिति-भञ्जभास-धःकर्मणि-अष्टौ,649.240,660.400
3,2,इति,660.400,660.810
3,2,द्वितीयः,660.810,661.490
3,2,पादः,661.490,663.640
3,3,अथ,0.000,0.280
3,3,तृतीयः,0.280,1.060
3,3,पादः,1.060,2.800
3,3,उणादयो,2.800,3.940
3,3,बहुलम्,3.940,5.200
3,3,भूतेऽपि,5.200,5.965
3,3,दृश्यन्ते,5.965,7.820
3,3,भविष्यति,7.820,8.535
3,3,गम्यादयः,8.535,10.720
3,3,यावत्पुरानिपातयोर्लट्,10.720,14.260
3,3,विभाषा,14.260,15.525
3,3,कदाकर्ह्योः,15.525,17.240
3,3,किंवृत्ते,17.240,18.760
3,3,लिप्सायाम्,18.760,20.780
3,3,लिप्स्यमानसिद्धौ,20.780,22.410
3,3,च,22.410,23.720
3,3,लोडर्थलक्षणे,23.720,25.385
3,3,च,25.385,26.720
3,3,लिङ्,26.720,27.135
3,3,चोर्ध्वमौहूर्तिके,27.135,29.880
3,3,तुमुन्ण्वुलौ,29.880,31.555
3,3,क्रियायां,31.555,32.610
3,3,क्रियार्थायाम्,32.610,35.460
3,3,भाववचनाश्च,35.460,36.860
3,3,अण्,36.860,38.405
3,3,कर्मणि,38.405,39.040
3,3,च,39.040,40.160
3,3,लृट्,40.160,40.610
3,3,शेषे,40.610,41.415
3,3,च,41.415,42.520
3,3,लृटः,42.520,43.085
3,3,सद्,43.085,43.445
3,3,वा,43.445,44.900
3,3,अनद्यतने,44.900,45.910
3,3,लुट्,45.910,47.000
3,3,पदरुजविशस्पृशो,47.000,49.450
3,3,घञ्,49.450,50.660
3,3,सृ,50.660,51.150
3,3,स्थिरे,51.150,52.560
3,3,भावे,52.560,54.380
3,3,अकर्तरि,54.380,55.190
3,3,च,55.190,55.320
3,3,कारके,55.320,56.200
3,3,संज्ञायाम्,56.200,57.980
3,3,परिमाणाख्यायां,57.980,60.695
3,3,सर्वेभ्यः,60.695,62.960
3,3,इङश्च,62.960,63.520
3,3,उपसर्गे,63.520,65.470
3,3,रुवः,65.470,66.880
3,3,समि,66.880,67.360
3,3,युद्रुदुवः,67.360,69.320
3,3,श्रिणीभुवोऽनुपसर्गे,69.320,72.740
3,3,वौ,72.740,73.345
3,3,क्षुश्रुवः,73.345,75.300
3,3,अवोदोर्नियः,75.300,77.440
3,3,प्रे,77.440,78.555
3,3,द्रुस्तुस्रुवः,78.555,80.780
3,3,निरभ्योः,80.780,81.940
3,3,पूल्वोः,81.940,84.000
3,3,उन्न्योर्ग्रः,84.000,85.800
3,3,कॄ,85.800,86.895
3,3,धान्ये,86.895,88.840
3,3,यज्ञे,88.840,89.600
3,3,समि,89.600,89.945
3,3,स्तुवः,89.945,91.160
3,3,प्रे,91.160,92.120
3,3,स्त्रोऽयज्ञे,92.120,93.960
3,3,प्रथने,93.960,95.070
3,3,वावशब्दे,95.070,96.920
3,3,छन्दोनाम्नि,96.920,98.660
3,3,च,98.660,99.820
3,3,उदि,99.820,100.280
3,3,ग्रहः,100.280,101.620
3,3,समि,101.620,102.030
3,3,मुष्टौ,102.030,103.340
3,3,परिन्योर्नीणोर्द्यूताभ्रेषयोः,103.340,108.400
3,3,परावनुपात्यय,108.400,110.750
3,3,इणः,110.750,112.120
3,3,व्युपयोः,112.120,113.125
3,3,शेतेः,113.125,114.095
3,3,पर्याये,114.095,116.180
3,3,हस्तादाने,116.180,117.645
3,3,चेरस्तेये,117.645,120.060
3,3,निवासचितिशरीरोपसमाधानेष्वादेश्च,120.060,124.430
3,3,कः,124.430,126.080
3,3,संघे,126.080,126.890
3,3,चानौत्तराधर्ये,126.890,129.480
3,3,कर्मव्यतिहारे,129.480,131.655
3,3,णच्,131.655,131.930
3,3,स्त्रियाम्,131.930,133.760
3,3,अभिविधौ,133.760,134.665
3,3,भाव,134.665,135.340
3,3,इनुण्,135.340,136.840
3,3,आक्रोशेऽवन्योर्ग्रहः,136.840,140.280
3,3,प्रे,140.280,141.270
3,3,लिप्सायाम्,141.270,142.760
3,3,परौ,142.760,143.805
3,3,यज्ञे,143.805,145.400
3,3,नौ,145.400,145.815
3,3,वृ,145.815,146.135
3,3,धान्ये,146.135,148.200
3,3,उदि,148.200,148.580
3,3,श्रयतियौतिपूद्रुवः,148.580,152.000
3,3,विभाषाऽऽङि,152.000,153.240
3,3,रुप्लुवोः,153.240,155.480
3,3,अवे,155.480,156.135
3,3,ग्रहो,156.135,156.725
3,3,वर्षप्रतिबन्धे,156.725,158.960
3,3,प्रे,158.960,159.820
3,3,वणिजाम्,159.820,161.580
3,3,रश्मौ,161.580,162.305
3,3,च,162.305,163.360
3,3,वृणोतेराच्छादने,163.360,166.220
3,3,परौ,166.220,167.105
3,3,भुवोऽवज्ञाने,167.105,169.700
3,3,एरच्,169.700,171.200
3,3,ॠदोरप्,171.200,173.260
3,3,ग्रहवृदृनिश्चिगमश्च,173.260,175.440
3,3,उपसर्गेऽदः,175.440,178.700
3,3,नौ,178.700,179.120
3,3,ण,179.120,179.340
3,3,च,179.340,179.980
3,3,व्यधजपोरनुपसर्गे,179.980,183.200
3,3,स्वनहसोर्वा,183.200,186.220
3,3,यमः,186.220,186.815
3,3,समुपनिविषु,186.815,187.840
3,3,च,187.840,189.020
3,3,नौ,189.020,189.380
3,3,गदनदपठस्वनः,189.380,192.180
3,3,क्वणो,192.180,193.250
3,3,वीणायां,193.250,194.330
3,3,च,194.330,195.460
3,3,नित्यं,195.460,196.015
3,3,पणः,196.015,196.540
3,3,परिमाणे,196.540,198.200
3,3,मदोऽनुपसर्गे,198.200,200.760
3,3,प्रमदसम्मदौ,200.760,202.440
3,3,हर्षे,202.440,203.600
3,3,समुदोरजः,203.600,205.045
3,3,पशुषु,205.045,206.540
3,3,अक्षेषु,206.540,207.440
3,3,ग्लहः,207.440,208.720
3,3,प्रजने,208.720,209.580
3,3,सर्तेः,209.580,211.040
3,3,ह्वः,211.040,211.665
3,3,सम्प्रसारणं,211.665,212.900
3,3,च,212.900,213.205
3,3,न्यभ्युपविषु,213.205,215.120
3,3,आङि,215.120,215.675
3,3,युद्धे,215.675,217.180
3,3,निपानमाहावः,217.180,219.340
3,3,भावेऽनुपसर्गस्य,219.340,222.200
3,3,हनश्च,222.200,223.305
3,3,वधः,223.305,224.540
3,3,मूर्तौ,224.540,225.850
3,3,घनः,225.850,227.280
3,3,अन्तर्घनो,227.280,228.455
3,3,देशे,228.455,230.200
3,3,अगारैकदेशे,230.200,231.995
3,3,प्रघणः,231.995,232.610
3,3,प्रघाणश्च,232.610,234.500
3,3,उद्घनोऽत्याधानम्,234.500,237.680
3,3,अपघनोऽङ्गम्,237.680,239.440
3,3,करणेऽयोविद्रुषु,239.440,241.960
3,3,स्तम्बे,241.960,243.220
3,3,क,243.220,243.415
3,3,च,243.415,244.040
3,3,परौ,244.040,245.090
3,3,घः,245.090,246.080
3,3,उपघ्न,246.080,246.940
3,3,आश्रये,246.940,248.520
3,3,संघोद्घौ,248.520,250.150
3,3,गणप्रशंसयोः,250.150,252.740
3,3,निघो,252.740,253.395
3,3,निमितम्,253.395,254.740
3,3,ड्वितः,254.740,255.260
3,3,क्त्रिः,255.260,256.280
3,3,ट्वितोऽथुच्,256.280,257.920
3,3,यजयाचयतविच्छप्रच्छरक्षो,257.920,261.730
3,3,नङ्,261.730,262.660
3,3,स्वपो,262.660,263.605
3,3,नन्,263.605,264.500
3,3,उपसर्गे,264.500,265.850
3,3,घोः,265.850,266.530
3,3,किः,266.530,267.380
3,3,कर्मण्यधिकरणे,267.380,269.360
3,3,च,269.360,270.140
3,3,स्त्रियां,270.140,271.500
3,3,क्तिन्,271.500,273.020
3,3,स्थागापापचो,273.020,274.855
3,3,भावे,274.855,276.100
3,3,मन्त्रे,276.100,277.290
3,3,वृषेषपचमनविदभूवीरा,277.290,280.880
3,3,उदात्तः,280.880,282.260
3,3,ऊतियूतिजूतिसातिहेतिकीर्तयश्च,282.260,287.440
3,3,व्रजयजोर्भावे,287.440,289.960
3,3,क्यप्,289.960,290.820
3,3,संज्ञायां,290.820,292.890
3,3,समजनिषदनिपतमनविदषुञ्शीङ्भृञिणः,292.890,298.580
3,3,कृञः,298.580,299.500
3,3,श,299.500,299.705
3,3,च,299.705,300.360
3,3,इच्छा,300.360,302.240
3,3,अ,302.240,302.780
3,3,प्रत्ययात्,302.780,304.820
3,3,गुरोश्च,304.820,305.625
3,3,हलः,305.625,306.760
3,3,षिद्भिदादिभ्योऽङ्,306.760,309.400
3,3,चिन्तिपूजिकथिकुम्बिचर्चश्च,309.400,314.240
3,3,आतश्चोपसर्गे,314.240,315.940
3,3,ण्यासश्रन्थो,315.940,318.130
3,3,युच्,318.130,318.920
3,3,रोगाख्यायां,318.920,321.295
3,3,ण्वुल्,321.295,321.750
3,3,बहुलम्,321.750,323.180
3,3,संज्ञायाम्,323.180,325.000
3,3,विभाषाऽऽख्यानपरिप्रश्नयोरिञ्,325.000,328.825
3,3,च,328.825,329.500
3,3,पर्यायार्हर्णोत्पत्तिषु,329.500,333.335
3,3,ण्वुच्,333.335,333.880
3,3,आक्रोशे,333.880,335.865
3,3,नञ्यनिः,335.865,337.220
3,3,कृत्यल्युटो,337.220,339.755
3,3,बहुलम्,339.755,340.500
3,3,नपुंसके,340.500,341.880
3,3,भावे,341.880,342.645
3,3,क्तः,342.645,343.860
3,3,ल्युट्,343.860,344.505
3,3,च,344.505,345.160
3,3,कर्मणि,345.160,346.470
3,3,च,346.470,346.630
3,3,येन,346.630,347.030
3,3,संस्पर्शात्,347.030,348.285
3,3,कर्तुः,348.285,348.950
3,3,शरीरसुखम्,348.950,350.460
3,3,करणाधिकरणयोश्च,350.460,353.700
3,3,पुंसि,353.700,354.715
3,3,संज्ञायां,354.715,356.095
3,3,घः,356.095,356.335
3,3,प्रायेण,356.335,357.840
3,3,गोचरसंचरवहव्रजव्यजापणनिगमाश्च,357.840,362.760
3,3,अवे,362.760,364.515
3,3,तॄस्त्रोर्घञ्,364.515,366.620
3,3,हलश्च,366.620,368.500
3,3,अध्यायन्यायोद्यावसंहाराधारावायाश्च,368.500,373.940
3,3,उदङ्कोऽनुदके,373.940,377.260
3,3,जालमानायः,377.260,379.560
3,3,खनो,379.560,380.495
3,3,घ,380.495,380.730
3,3,च,380.730,381.340
3,3,ईषद्दुःसुषु,381.340,383.285
3,3,कृच्छ्राकृच्छ्रार्थेषु,383.285,385.420
3,3,खल्,385.420,386.080
3,3,कर्तृकर्मणोश्च,386.080,388.130
3,3,भूकृञोः,388.130,389.720
3,3,आतो,389.720,391.030
3,3,युच्,391.030,392.340
3,3,छन्दसि,392.340,393.070
3,3,गत्यर्थेभ्यः,393.070,395.000
3,3,अन्येभ्योऽपि,395.000,396.960
3,3,दृश्यते,396.960,398.340
3,3,वर्तमानसामीप्ये,398.340,400.980
3,3,वर्तमानवद्वा,400.980,403.180
3,3,आशंसायां,403.180,404.845
3,3,भूतवच्च,404.845,406.900
3,3,क्षिप्रवचने,406.900,408.140
3,3,लृट्,408.140,409.020
3,3,आशंसावचने,409.020,411.210
3,3,लिङ्,411.210,411.880
3,3,नानद्यतनवत्,411.880,413.840
3,3,क्रियाप्रबन्धसामीप्ययोः,413.840,417.240
3,3,भविष्यति,417.240,418.675
3,3,मर्यादावचनेऽवरस्मिन्,418.675,421.580
3,3,कालविभागे,421.580,423.755
3,3,चानहोरात्राणाम्,423.755,426.320
3,3,परस्मिन्,426.320,427.760
3,3,विभाषा,427.760,429.240
3,3,लिङ्निमित्ते,429.240,430.865
3,3,लृङ्,430.865,431.230
3,3,क्रियातिपत्तौ,431.230,433.040
3,3,भूते,433.040,434.390
3,3,च,434.390,435.240
3,3,वोताप्योः,435.240,437.640
3,3,गर्हायां,437.640,439.370
3,3,लडपिजात्वोः,439.370,441.540
3,3,विभाषा,441.540,442.960
3,3,कथमि,442.960,443.485
3,3,लिङ्,443.485,443.845
3,3,च,443.845,444.460
3,3,किंवृत्ते,444.460,446.025
3,3,लिङ्लृटौ,446.025,447.400
3,3,अनवकॢप्त्यमर्षयोरकिंवृत्तेऽपि,447.400,451.600
3,3,किंकिलास्त्यर्थेषु,451.600,454.050
3,3,लृट्,454.050,455.080
3,3,जातुयदोर्लिङ्,455.080,457.480
3,3,यच्चयत्रयोः,457.480,460.040
3,3,गर्हायां,460.040,461.795
3,3,च,461.795,462.440
3,3,चित्रीकरणे,462.440,464.205
3,3,च,464.205,464.840
3,3,शेषे,464.840,465.635
3,3,लृडयदौ,465.635,467.360
3,3,उताप्योः,467.360,469.140
3,3,समर्थयोर्लिङ्,469.140,471.340
3,3,कामप्रवेदनेऽकच्चिति,471.340,474.240
3,3,सम्भावनेऽलमिति,474.240,476.260
3,3,चेत्,476.260,476.875
3,3,सिद्धाप्रयोगे,476.875,478.980
3,3,विभाषा,478.980,480.645
3,3,धातौ,480.645,481.270
3,3,सम्भावनवचनेऽयदि,481.270,483.600
3,3,हेतुहेतुमतोर्लिङ्,483.600,486.380
3,3,इच्छार्थेषु,486.380,488.420
3,3,लिङ्लोटौ,488.420,489.800
3,3,समानकर्तृकेषु,489.800,492.070
3,3,तुमुन्,492.070,492.820
3,3,लिङ्,492.820,493.975
3,3,च,493.975,494.640
3,3,इच्छार्थेभ्यो,494.640,496.860
3,3,विभाषा,496.860,497.705
3,3,वर्तमाने,497.705,499.260
3,3,विधिनिमन्त्रणामन्त्रणाधीष्टसंप्रश्नप्रार्थनेषु,499.260,504.645
3,3,लिङ्,504.645,505.320
3,3,लोट्,505.320,506.385
3,3,च,506.385,507.120
3,3,प्रैषातिसर्गप्राप्तकालेषु,507.120,510.430
3,3,कृत्याश्च,510.430,512.320
3,3,लिङ्,512.320,513.125
3,3,चोर्ध्वमौहूर्तिके,513.125,515.820
3,3,स्मे,515.820,516.580
3,3,लोट्,516.580,517.700
3,3,अधीष्टे,517.700,519.050
3,3,च,519.050,519.660
3,3,कालसमयवेलासु,519.660,521.985
3,3,तुमुन्,521.985,522.740
3,3,लिङ्,522.740,523.625
3,3,यदि,523.625,524.500
3,3,अर्हे,524.500,525.540
3,3,कृत्यतृचश्च,525.540,527.360
3,3,आवश्यकाधमर्ण्ययोर्णिनिः,527.360,530.900
3,3,कृत्याश्च,530.900,532.220
3,3,शकि,532.220,533.700
3,3,लिङ्,533.700,534.275
3,3,च,534.275,534.920
3,3,आशिषि,534.920,536.180
3,3,लिङ्लोटौ,536.180,537.600
3,3,क्तिच्क्तौ,537.600,538.675
3,3,च,538.675,538.820
3,3,संज्ञायाम्,538.820,540.420
