Adhyaya,Pada,Sentence,Sentence Start,Sentence End
2,3,दिवस्तदर्थस्य॥२.३.५८॥,201.860,204.220
2,3,विभाषोपसर्गे॥२.३.५९॥,204.220,206.720
2,3,द्वितीयाब्राह्मणे॥२.३.६०॥,206.720,209.600
2,3,प्रेष्यब्रुवोर्हविषोदेवतासम्प्रदाने॥२.३.६१॥,209.600,214.560
2,3,चतुर्थ्यर्थेबहुलंछन्दसि॥२.३.६२॥,214.560,218.100
2,3,यजेश्चकरणे॥२.३.६३॥,218.100,220.040
2,3,कृत्वोऽर्थप्रयोगेकालेऽधिकरणे॥२.३.६४॥,220.040,224.180
2,3,कर्तृकर्मणोःकृति॥२.३.६५॥,224.180,226.980
2,3,उभयप्राप्तौकर्मणि॥२.३.६६॥,226.980,229.560
2,3,क्तस्यचवर्तमाने॥२.३.६७॥,229.560,232.300
2,3,अधिकरणवाचिनश्च॥२.३.६८॥,232.300,233.840
2,3,नलोकाव्ययनिष्ठाखलर्थतृनाम्॥२.३.६९॥,233.840,239.140
2,3,अकेनोर्भविष्यदाधमर्ण्ययोः॥२.३.७०॥,239.140,242.720
2,3,कृत्यानांकर्तरिवा॥२.३.७१॥,242.720,245.460
2,3,तुल्यार्थैरतुलोपमाभ्यांतृतीयाऽन्यतरस्याम्॥२.३.७२॥,245.460,251.260
2,3,चतुर्थीचाशिष्यायुष्यमद्रभद्रकुशलसुखार्थहितैः॥२.३.७३॥,251.260,257.960
2,3,अनभिहित-इत्थं-यतश्च-प्रेष्यब्रुवोस्-त्रयोदश॥,257.960,263.580
2,3,इतितृतीयःपादः॥,263.580,265.920
2,4,अथचतुर्थःपादः।,0.000,4.320
2,4,द्विगुरेकवचनम्॥२.४.१॥,4.320,6.480
2,4,द्वन्द्वश्चप्राणितूर्यसेनाङ्गानाम्॥२.४.२॥,6.480,10.960
2,4,अनुवादेचरणानाम्॥२.४.३॥,10.960,13.740
2,4,अध्वर्युक्रतुरनपुंसकम्॥२.४.४॥,13.740,16.980
2,4,अध्ययनतोऽविप्रकृष्टाख्यानाम्॥२.४.५॥,16.980,20.980
2,4,जातिरप्राणिनाम्॥२.४.६॥,20.980,23.520
2,4,विशिष्टलिङ्गोनदीदेशोऽग्रामाः॥२.४.७॥,23.520,27.920
2,4,क्षुद्रजन्तवः॥२.४.८॥,27.920,30.400
2,4,येषांचविरोधःशाश्वतिकः॥२.४.९॥,30.400,34.440
2,4,शूद्राणामनिरवसितानाम्॥२.४.१०॥,34.440,37.880
2,4,गवाश्वप्रभृतीनिच॥२.४.११॥,37.880,41.000
2,4,विभाषावृक्षमृगतृणधान्यव्यञ्जनपशुशकुन्यश्ववडवपूर्वापराधरोत्तराणाम्॥२.४.१२॥,41.000,50.840
2,4,विप्रतिषिद्धंचानधिकरणवाचि॥२.४.१३॥,50.840,54.440
2,4,नदधिपयआदीनि॥२.४.१४॥,54.440,56.860
2,4,अधिकरणैतावत्त्वेच॥२.४.१५॥,56.860,59.860
2,4,विभाषासमीपे॥२.४.१६॥,59.860,62.300
2,4,सनपुंसकम्॥२.४.१७॥,62.300,64.820
2,4,अव्ययीभावश्च॥२.४.१८॥,64.820,66.280
2,4,तत्पुरुषोऽनञ्कर्मधारयः॥२.४.१९॥,66.280,70.900
2,4,संज्ञायांकन्थोशीनरेषु॥२.४.२०॥,70.900,74.640
2,4,उपज्ञोपक्रमंतदाद्याचिख्यासायाम्॥२.४.२१॥,74.640,79.360
2,4,छायाबाहुल्ये॥२.४.२२॥,79.360,82.160
2,4,सभाराजामनुष्यपूर्वा॥२.४.२३॥,82.160,85.860
2,4,अशालाच॥२.४.२४॥,85.860,87.760
2,4,विभाषासेनासुराच्छायाशालानिशानाम्॥२.४.२५॥,87.760,92.900
2,4,परवल्लिङ्गंद्वन्द्वतत्पुरुषयोः॥२.४.२६॥,92.900,96.960
2,4,पूर्ववदश्ववडवौ॥२.४.२७॥,96.960,99.700
2,4,हेमन्तशिशिरावहोरात्रेचच्छन्दसि॥२.४.२८॥,99.700,103.960
2,4,रात्राह्नाहाःपुंसि॥२.४.२९॥,103.960,107.120
2,4,अपथंनपुंसकम्॥२.४.३०॥,107.120,109.680
2,4,अर्धर्चाःपुंसिच॥२.४.३१॥,109.680,112.320
2,4,इदमोऽन्वादेशेऽशनुदात्तस्तृतीयादौ॥२.४.३२॥,112.320,117.100
2,4,एतदस्त्रतसोस्त्रतसौचानुदात्तौ॥२.४.३३॥,117.100,121.600
2,4,द्वितीयाटौस्स्वेनः॥२.४.३४॥,121.600,125.360
2,4,आर्धधातुके॥२.४.३५॥,125.360,127.680
2,4,अदोजग्धिर्ल्यप्तिकिति॥२.४.३६॥,127.680,130.720
2,4,लुङ्सनोर्घसॢ॥२.४.३७॥,130.720,133.400
2,4,घञपोश्च॥२.४.३८॥,133.400,135.880
2,4,बहुलंछन्दसि॥२.४.३९॥,135.880,138.240
2,4,लिट्यन्यतरस्याम्॥२.४.४०॥,138.240,141.220
2,4,वेञोवयिः॥२.४.४१॥,141.220,143.480
2,4,हनोवधलिङि॥२.४.४२॥,143.480,146.120
2,4,लुङिच॥२.४.४३॥,146.120,147.740
2,4,आत्मनेपदेष्वन्यतरस्याम्॥२.४.४४॥,147.740,152.100
2,4,इणोगालुङि॥२.४.४५॥,152.100,154.180
2,4,णौगमिरबोधने॥२.४.४६॥,154.180,156.960
2,4,सनिच॥२.४.४७॥,156.960,158.800
2,4,इङश्च॥२.४.४८॥,158.800,160.480
2,4,गाङ्लिटि॥२.४.४९॥,160.480,162.380
2,4,विभाषालुङ्लृङोः॥२.४.५०॥,162.380,165.380
2,4,णौचसँश्चङोः॥२.४.५१॥,165.380,168.180
2,4,अस्तेर्भूः॥२.४.५२॥,168.180,170.480
2,4,ब्रुवोवचिः॥२.४.५३॥,170.480,172.120
2,4,चक्षिङःख्याञ्॥२.४.५४॥,172.120,175.020
2,4,वालिटि॥२.४.५५॥,175.020,176.620
2,4,अजेर्व्यघञपोः॥२.४.५६॥,176.620,179.500
2,4,वायौ॥२.४.५७॥,179.500,181.000
2,4,ण्यक्षत्रियार्षञितोयूनिलुगणिञोः॥२.४.५८॥,181.000,184.960
2,4,पैलादिभ्यश्च॥२.४.५९॥,184.960,188.360
2,4,इञःप्राचाम्॥२.४.६०॥,188.360,190.780
2,4,नतौल्वलिभ्यः॥२.४.६१॥,190.780,192.660
2,4,तद्राजस्यबहुषुतेनैवास्त्रियाम्॥२.४.६२॥,192.660,197.740
2,4,यस्कादिभ्योगोत्रे॥२.४.६३॥,197.740,201.240
2,4,यञञोश्च॥२.४.६४॥,201.240,202.200
2,4,अत्रिभृगुकुत्सवसिष्ठगोतमाङ्गिरोभ्यश्च॥२.४.६५॥,202.200,208.200
2,4,बह्वचःइञःप्राच्यभरतेषु॥२.४.६६॥,208.200,213.380
2,4,नगोपवनादिभ्यः॥२.४.६७॥,213.380,215.840
2,4,तिककितवादिभ्योद्वन्द्वे॥२.४.६८॥,215.840,220.780
2,4,उपकादिभ्योऽन्यतरस्यामद्वन्द्वे॥२.४.६९॥,220.780,225.380
2,4,आगस्त्यकौण्डिन्ययोरगस्तिकुण्डिनच्॥२.४.७०॥,225.380,228.640
2,4,सुपोधातुप्रातिपदिकयोः॥२.४.७१॥,228.640,233.680
2,4,अदिप्रभृतिभ्यःशपः॥२.४.७२॥,233.680,236.060
2,4,बहुलंछन्दसि॥२.४.७३॥,236.060,239.740
2,4,यङोऽचिच॥२.४.७४॥,239.740,241.040
2,4,जुहोत्यादिभ्यःश्लुः॥२.४.७५॥,241.040,244.180
2,4,बहुलंछन्दसि॥२.४.७६॥,244.180,246.640
2,4,गातिस्थाघुपाभूभ्यःसिचःपरस्मैपदेषु॥२.४.७७॥,246.640,253.060
2,4,विभाषाघ्राधेट्शाच्छासः॥२.४.७८॥,253.060,257.540
2,4,तनादिभ्यस्तथासोः॥२.४.७९॥,257.540,260.740
2,4,मन्त्रेघसह्वरणशवृदहाद्वृच्कृगमिजनिभ्योलेः॥२.४.८०॥,260.740,266.760
2,4,आमः॥२.४.८१॥,266.760,269.240
2,4,अव्ययादाप्सुपः॥२.४.८२॥,269.240,272.280
2,4,नाव्ययीभावादतोऽम्त्वपञ्चम्याः॥२.४.८३॥,272.280,276.380
2,4,तृतीयासप्तम्योर्बहुलम्॥२.४.८४॥,276.380,279.840
2,4,लुटःप्रथमस्यडारौरसः॥२.४.८५॥,279.840,284.280
2,4,द्विगुर्-उपज्ञोपक्रमं-वेञोवयिर्-नतौल्वलिभ्य-आमः-पञ्च॥,284.280,290.940
2,4,इतिचतुर्थःपादः॥,290.940,293.700
2,4,इतिद्वितीयोध्यायः॥,293.700,297.360
3,1,अथतृतीयोध्यायः।,0.000,4.000
3,1,अथप्रथमःपादः।,4.000,7.160
3,1,प्रत्ययः॥३.१.१॥,7.160,9.180
3,1,परश्च॥३.१.२॥,9.180,10.300
3,1,आद्युदात्तश्च॥३.१.३॥,10.300,11.860
3,1,अनुदात्तौसुप्पितौ॥३.१.४॥,11.860,15.600
3,1,गुप्तिज्किद्भ्यःसन्॥३.१.५॥,15.600,18.140
3,1,मान्बधदान्शान्भ्योदीर्घश्चाभ्यासस्य॥३.१.६॥,18.140,24.180
3,1,धातोःकर्मणःसमानकर्तृकादिच्छायांवा॥३.१.७॥,24.180,29.520
3,1,सुपआत्मनःक्यच्॥३.१.८॥,29.520,31.900
3,1,काम्यच्च॥३.१.९॥,31.900,34.460
3,1,उपमानादाचारे॥३.१.१०॥,34.460,37.000
3,1,कर्तुःक्यङ्सलोपश्च॥३.१.११॥,37.000,40.840
3,1,भृशादिभ्योभुव्यच्वेर्लोपश्चहलः॥३.१.१२॥,40.840,46.420
3,1,लोहितादिडाज्भ्यःक्यष्॥३.१.१३॥,46.420,49.040
3,1,कष्टायक्रमणे॥३.१.१४॥,49.040,51.620
3,1,कर्मणोरोमन्थतपोभ्यांवर्तिचरोः॥३.१.१५॥,51.620,57.060
3,1,बाष्पोष्मभ्यामुद्वमने॥३.१.१६॥,57.060,60.740
3,1,शब्दवैरकलहाभ्रकण्वमेघेभ्यःकरणे॥३.१.१७॥,60.740,66.300
3,1,सुखादिभ्यःकर्तृवेदनायाम्॥३.१.१८॥,66.300,70.180
3,1,नमोवरिवश्चित्रङःक्यच्॥३.१.१९॥,70.180,73.220
3,1,पुच्छभाण्डचीवराण्णिङ्॥३.१.२०॥,73.220,77.120
3,1,मुण्डमिश्रश्लक्ष्णलवणव्रतवस्त्रहलकलकृततूस्तेभ्योणिच्॥३.१.२१॥,77.120,85.080
3,1,धातोरेकाचोहलादेःक्रियासमभिहारेयङ्॥३.१.२२॥,85.080,90.580
3,1,नित्यंकौटिल्येगतौ॥३.१.२३॥,90.580,93.460
3,1,लुपसदचरजपजभदहदशगॄभ्योभावगर्हायाम्॥३.१.२४॥,93.460,100.940
3,1,सत्यापपाशरूपवीणातूलश्लोकसेनालोमत्वचवर्मवर्णचूर्णचुरादिभ्योणिच्॥३.१.२५॥,100.940,110.780
3,1,हेतुमतिच॥३.१.२६॥,110.780,112.400
3,1,कण्ड्वादिभ्योयक्॥३.१.२७॥,112.400,115.240
3,1,गुपूधूपविच्छिपणिपनिभ्यआयः॥३.१.२८॥,115.240,119.440
3,1,ऋतेरीयङ्॥३.१.२९॥,119.440,121.280
3,1,कमेर्णिङ्॥३.१.३०॥,121.280,123.160
3,1,आयादयआर्धद्धातुकेवा॥३.१.३१॥,123.160,126.460
3,1,सनाद्यन्ताधातवः॥३.१.३२॥,126.460,129.200
3,1,स्यतासीलृलुटोः॥३.१.३३॥,129.200,132.000
3,1,सिब्बहुलंलेटि॥३.१.३४॥,132.000,134.240
3,1,कास्प्रत्ययादाममन्त्रेलिटि॥३.१.३५॥,134.240,138.000
3,1,इजादेश्चगुरुमतोऽनृच्छः॥३.१.३६॥,138.000,141.460
3,1,दयायासश्च॥३.१.३७॥,141.460,143.780
3,1,उषविदजागृभ्योऽन्यतरस्याम्॥३.१.३८॥,143.780,147.160
3,1,भीह्रीभृहुवांश्लुवच्च॥३.१.३९॥,147.160,151.280
3,1,कृञ्चानुप्रयुज्यतेलिटि॥३.१.४०॥,151.280,154.360
3,1,विदाङ्कुर्वन्त्वित्यन्यतरस्याम्॥३.१.४१॥,154.360,158.300
3,1,अभ्युत्सादयांप्रजनयांचिकयांरमयामकःपावयांक्रियाद्विदामक्रन्नितिच्छन्दसि॥३.१.४२॥,158.300,167.720
3,1,च्लिलुङि॥३.१.४३॥,167.720,169.200
3,1,च्लेःसिच्॥३.१.४४॥,169.200,171.760
3,1,शलइगुपधादनिटःक्सः॥३.१.४५॥,171.760,174.540
3,1,श्लिषआलिङ्गने॥३.१.४६॥,174.540,176.720
3,1,नदृशः॥३.१.४७॥,176.720,178.260
3,1,णिश्रिद्रुस्रुभ्यःकर्तरिचङ्॥३.१.४८॥,178.260,181.840
3,1,विभाषाधेट्श्व्योः॥३.१.४९॥,181.840,184.760
3,1,गुपेश्छन्दसि॥३.१.५०॥,184.760,187.120
3,1,नोनयतिध्वनयत्येलयत्यर्दयतिभ्यः॥३.१.५१॥,187.120,191.900
3,1,अस्यतिवक्तिख्यातिभ्योऽङ्॥३.१.५२॥,191.900,195.260
3,1,लिपिसिचिह्वश्च॥३.१.५३॥,195.260,196.600
3,1,आत्मनेपदेष्वन्यतरस्याम्॥३.१.५४॥,196.600,201.200
3,1,पुषादिद्युताद्यॢदितःपरस्मैपदेषु॥३.१.५५॥,201.200,206.020
3,1,सर्त्तिशास्त्यर्तिभ्यश्च॥३.१.५६॥,206.020,209.160
3,1,इरितोवा॥३.१.५७॥,209.160,210.880
3,1,जॄस्तम्भुम्रुचुम्लुचुग्रुचुग्लुचुग्लुञ्चुश्विभ्यश्च॥३.१.५८॥,210.880,216.680
3,1,कृमृदृरुहिभ्यश्छन्दसि॥३.१.५९॥,216.680,220.520
3,1,चिण्तेपदः॥३.१.६०॥,220.520,222.640
3,1,दीपजनबुधपूरितायिप्यायिभ्योऽन्यतरस्याम्॥३.१.६१॥,222.640,229.080
3,1,अचःकर्मकर्तरि॥३.१.६२॥,229.080,231.300
3,1,दुहश्च॥३.१.६३॥,231.300,232.100
3,1,नरुधः॥३.१.६४॥,232.100,232.840
3,1,तपोऽनुतापेच॥३.१.६५॥,232.840,236.640
3,1,चिण्भावकर्मणोः॥३.१.६६॥,236.640,239.280
3,1,सार्वधातुकेयक्॥३.१.६७॥,239.280,241.840
3,1,कर्तरिशप्॥३.१.६८॥,241.840,243.640
3,1,दिवादिभ्यःश्यन्॥३.१.६९॥,243.640,245.960
3,1,वाभ्राशभ्लाशभ्रमुक्रमुक्लमुत्रसित्रुटिलषः॥३.१.७०॥,245.960,251.720
3,1,यसोऽनुपसर्गात्॥३.१.७१॥,251.720,254.320
3,1,संयसश्च॥३.१.७२॥,254.320,256.020
3,1,स्वादिभ्यःश्नुः॥३.१.७३॥,256.020,257.900
3,1,श्रुवःशृच॥३.१.७४॥,257.900,259.860
3,1,अक्षोऽन्यतरस्याम्॥३.१.७५॥,259.860,262.340
3,1,तनूकरणेतक्षः॥३.१.७६॥,262.340,264.900
3,1,तुदादिभ्यःशः॥३.१.७७॥,264.900,267.460
3,1,रुधादिभ्यःश्नम्॥३.१.७८॥,267.460,269.480
3,1,तनादिकृञ्भ्यउः॥३.१.७९॥,269.480,272.260
3,1,धिन्विकृण्व्योरच॥३.१.८०॥,272.260,274.720
3,1,क्र्यादिभ्यःश्ना॥३.१.८१॥,274.720,277.120
3,1,स्तन्भुस्तुन्भुस्कन्भुस्कुन्भुस्कुञ्भ्यःश्नुश्च॥३.१.८२॥,277.120,281.560
3,1,हलःश्नःशानज्झौ॥३.१.८३॥,281.560,284.820
3,1,छन्दसिशायजपि॥३.१.८४॥,284.820,287.300
3,1,व्यत्ययोबहुलम्॥३.१.८५॥,287.300,289.440
3,1,लिङ्याशिष्यङ्॥३.१.८६॥,289.440,291.600
3,1,कर्मवत्कर्मणातुल्यक्रियः॥३.१.८७॥,291.600,295.120
3,1,तपस्तपःकर्मकस्यैव॥३.१.८८॥,295.120,298.500
3,1,नदुहस्नुनमांयक्चिणौ॥३.१.८९॥,298.500,301.300
3,1,कुषिरजोःप्राचांश्यन्परस्मैपदंच॥३.१.९०॥,301.300,305.720
3,1,धातोः॥३.१.९१॥,305.720,307.660
3,1,तत्रोपपदंसप्तमीस्थम्॥३.१.९२॥,307.660,311.040
3,1,कृदतिङ्॥३.१.९३॥,311.040,312.440
3,1,वाऽसरूपोऽस्त्रियाम्॥३.१.९४॥,312.440,315.120
3,1,कृत्याः॥३.१.९५॥,315.120,317.060
3,1,तव्यत्तव्यानीयरः॥३.१.९६॥,317.060,319.780
3,1,अचोयत्॥३.१.९७॥,319.780,321.840
3,1,पोरदुपधात्॥३.१.९८॥,321.840,323.980
3,1,शकिसहोश्च॥३.१.९९॥,323.980,325.080
3,1,गदमदचरयमश्चानुपसर्गे॥३.१.१००॥,325.080,329.880
3,1,अवद्यपण्यवर्यागर्ह्यपणितव्यानिरोधेषु॥३.१.१०१॥,329.880,334.800
3,1,वह्यंकरणम्॥३.१.१०२॥,334.800,337.020
3,1,अर्यःस्वामिवैश्ययोः॥३.१.१०३॥,337.020,340.060
3,1,उपसर्याकाल्याप्रजने॥३.१.१०४॥,340.060,343.460
3,1,अजर्यंसंगतम्॥३.१.१०५॥,343.460,345.600
3,1,वदःसुपिक्यप्च॥३.१.१०६॥,345.600,347.880
3,1,भुवोभावे॥३.१.१०७॥,347.880,350.120
3,1,हनस्तच॥३.१.१०८॥,350.120,351.760
3,1,एतिस्तुशास्वृदृजुषःक्यप्॥३.१.१०९॥,351.760,355.600
3,1,ऋदुपधाच्चाकॢपिचृतेः॥३.१.११०॥,355.600,359.320
3,1,ईचखनः॥३.१.१११॥,359.320,361.000
3,1,भृञोऽसंज्ञायाम्॥३.१.११२॥,361.000,363.640
3,1,मृजेर्विभाषा॥३.१.११३॥,363.640,365.780
3,1,राजसूयसूर्यमृषोद्यरुच्यकुप्यकृष्टपच्याव्यथ्याः॥३.१.११४॥,365.780,373.360
3,1,भिद्योद्ध्यौनदे॥३.१.११५॥,373.360,375.700
3,1,पुष्यसिद्ध्यौनक्षत्रे॥३.१.११६॥,375.700,378.520
3,1,विपूयविनीयजित्यामुञ्जकल्कहलिषु॥३.१.११७॥,378.520,382.840
3,1,प्रत्यपिभ्यांग्रहेश्छन्दसि॥३.१.११८॥,382.840,386.420
3,1,पदास्वैरिबाह्यापक्ष्येषुच॥३.१.११९॥,386.420,390.300
3,1,विभाषाकृवृषोः॥३.१.१२०॥,390.300,393.160
3,1,युग्यंचपत्रे॥३.१.१२१॥,393.160,395.480
3,1,अमावस्यदन्यतरस्याम्॥३.१.१२२॥,395.480,398.600
3,1,छन्दसिनिष्टर्क्यदेवहूयप्रणीयोन्नीयोच्छिष्यमर्यस्तर्याध्वर्यखन्यखान्यदेवयज्यापृच्छ्यप्रतिषीव्यब्रह्मवाद्यभाव्यस्ताव्योपचाय्यपृडानि॥३.१.१२३॥,398.600,417.680
3,1,ऋहलोर्ण्यत्॥३.१.१२४॥,417.680,419.640
3,1,ओरावश्यके॥३.१.१२५॥,419.640,421.880
3,1,आसुयुवपिरपिलपित्रपिचमश्च॥३.१.१२६॥,421.880,426.060
3,1,आनाय्योऽनित्ये॥३.१.१२७॥,426.060,428.600
3,1,प्रणाय्योऽसंमतौ॥३.१.१२८॥,428.600,430.980
3,1,पाय्यसान्नाय्यनिकाय्यधाय्यामानहविर्निवाससामिधेनीषु॥३.१.१२९॥,430.980,439.380
3,1,क्रतौकुण्डपाय्यसंचाय्यौ॥३.१.१३०॥,439.380,442.940
3,1,अग्नौपरिचाय्योपचाय्यसमूह्याः॥३.१.१३१॥,442.940,447.860
3,1,चित्याग्निचित्येच॥३.१.१३२॥,447.860,450.360
3,1,ण्वुल्तृचौ॥३.१.१३३॥,450.360,452.260
3,1,नन्दिग्रहिपचादिभ्योल्युणिन्यचः॥३.१.१३४॥,452.260,456.700
3,1,इगुपधज्ञाप्रीकिरःकः॥३.१.१३५॥,456.700,460.120
3,1,आतश्चोपसर्गे॥३.१.१३६॥,460.120,462.960
3,1,पाघ्राध्माधेट्दृशःशः॥३.१.१३७॥,462.960,467.040
3,1,अनुपसर्गाल्लिम्पविन्दधारिपारिवेद्युदेजिचेतिसातिसाहिभ्यश्च॥३.१.१३८॥,467.040,474.960
3,1,ददातिदधात्योर्विभाषा॥३.१.१३९॥,474.960,479.380
3,1,ज्वलितिकसन्तेभ्योणः॥३.१.१४०॥,479.380,482.620
3,1,श्याद्व्यधास्रुसंस्र्वतीणवसाऽवहृलिहश्लिषश्वसश्च॥३.१.१४१॥,482.620,488.620
3,1,दुन्योरनुपसर्गे॥३.१.१४२॥,488.620,492.540
3,1,विभाषाग्रहः॥३.१.१४३॥,492.540,494.780
3,1,गेहेकः॥३.१.१४४॥,494.780,496.320
3,1,शिल्पिनिष्वुन्॥३.१.१४५॥,496.320,498.200
3,1,गस्थकन्॥३.१.१४६॥,498.200,499.700
3,1,ण्युट्च॥३.१.१४७॥,499.700,501.120
3,1,हश्चव्रीहिकालयोः॥३.१.१४८॥,501.120,504.000
3,1,प्रुसृल्वःसमभिहारेवुन्॥३.१.१४९॥,504.000,506.240
3,1,आशिषिच॥३.१.१५०॥,506.240,507.000
3,1,प्रत्ययो-मुण्ड-विदां-दीपजन-क्र्यादिभ्यः-अवद्य-युग्यंच-श्याद्व्यधा-दश॥,507.000,517.360
3,1,इतिप्रथमःपादः॥,517.360,520.320
3,2,अथद्वितीयःपादः।,0.000,4.400
3,2,कर्मण्यण्॥३.२.१॥,4.400,6.180
3,2,ह्वावामश्च॥३.२.२॥,6.180,7.420
3,2,आतोऽनुपसर्गेकः॥३.२.३॥,7.420,11.380
3,2,सुपिस्थः॥३.२.४॥,11.380,12.760
3,2,तुन्दशोकयोःपरिमृजापनुदोः॥३.२.५॥,12.760,16.680
3,2,प्रेदाज्ञः॥३.२.६॥,16.680,19.240
3,2,समिख्यः॥३.२.७॥,19.240,21.180
3,2,गापोष्टक्॥३.२.८॥,21.180,23.340
3,2,हरतेरनुद्यमनेऽच्॥३.२.९॥,23.340,26.380
3,2,वयसिच॥३.२.१०॥,26.380,28.000
3,2,आङिताच्छील्ये॥३.२.११॥,28.000,31.160
3,2,अर्हः॥३.२.१२॥,31.160,32.560
3,2,स्तम्बकर्णयोरमिजपोः॥३.२.१३॥,32.560,35.880
3,2,शमिधातोःसंज्ञायाम्॥३.२.१४॥,35.880,39.440
3,2,अधिकरणेशेतेः॥३.२.१५॥,39.440,42.220
3,2,चरेष्टः॥३.२.१६॥,42.220,43.980
3,2,भिक्षासेनादायेषुच॥३.२.१७॥,43.980,46.780
3,2,पुरोऽग्रतोऽग्रेषुसर्तेः॥३.२.१८॥,46.780,50.280
3,2,पूर्वेकर्तरि॥३.२.१९॥,50.280,52.560
3,2,कृञोहेतुताच्छील्यानुलोम्येषु॥३.२.२०॥,52.560,58.600
3,2,दिवाविभानिशाप्रभाभास्कारान्तानन्तादिबहुनान्दीकिम्लिपिलिबिबलिभक्तिकर्तृचित्रक्षेत्रसंख्याजङ्घाबाह्वहर्यत्तत्धनुररुष्षु॥३.२.२१॥,58.600,73.600
3,2,कर्मणिभृतौ॥३.२.२२॥,73.600,76.600
3,2,नशब्दश्लोककलहगाथावैरचाटुसूत्रमन्त्रपदेषु॥३.२.२३॥,76.600,82.700
3,2,स्तम्बशकृतोरिन्॥३.२.२४॥,82.700,85.160
3,2,हरतेर्दृतिनाथयोःपशौ॥३.२.२५॥,85.160,88.400
3,2,फलेग्रहिरात्मम्भरिश्च॥३.२.२६॥,88.400,91.720
3,2,छन्दसिवनसनरक्षिमथाम्॥३.२.२७॥,91.720,96.140
3,2,एजेःखश्॥३.२.२८॥,96.140,98.440
3,2,नासिकास्तनयोर्ध्माधेटोः॥३.२.२९॥,98.440,102.500
3,2,नाडीमुष्ट्योश्च॥३.२.३०॥,102.500,104.460
3,2,उदिकूलेरुजिवहोः॥३.२.३१॥,104.460,108.440
3,2,वहाभ्रेलिहः॥३.२.३२॥,108.440,110.500
3,2,परिमाणेपचः॥३.२.३३॥,110.500,113.520
3,2,मितनखेच॥३.२.३४॥,113.520,115.640
3,2,विध्वरुषोस्तुदः॥३.२.३५॥,115.640,118.240
3,2,असूर्यललाटयोर्दृशितपोः॥३.२.३६॥,118.240,122.080
3,2,उग्रम्पश्येरम्मदपाणिन्धमाश्च॥३.२.३७॥,122.080,125.560
3,2,प्रियवशेवदःखच्॥३.२.३८॥,125.560,129.060
3,2,द्विषत्परयोस्तापेः॥३.२.३९॥,129.060,132.600
3,2,वाचियमोव्रते॥३.२.४०॥,132.600,134.860
3,2,पूःसर्वयोर्दारिसहोः॥३.२.४१॥,134.860,138.940
3,2,सर्वकूलाभ्रकरीषेषुकषः॥३.२.४२॥,138.940,142.880
3,2,मेघर्तिभयेषुकृञः॥३.२.४३॥,142.880,145.300
3,2,क्षेमप्रियमद्रेऽण्च॥३.२.४४॥,145.300,148.900
3,2,आशितेभुवःकरणभावयोः॥३.२.४५॥,148.900,152.560
3,2,संज्ञायांभृतॄवृजिधारिसहितपिदमः॥३.२.४६॥,152.560,157.880
3,2,गमश्च॥३.२.४७॥,157.880,158.400
3,2,अन्तात्यन्ताध्वदूरपारसर्वानन्तेषुडः॥३.२.४८॥,158.400,165.380
3,2,आशिषिहनः॥३.२.४९॥,165.380,168.300
3,2,अपेक्लेशतमसोः॥३.२.५०॥,168.300,170.880
3,2,कुमारशीर्षयोर्णिनिः॥३.२.५१॥,170.880,174.460
3,2,लक्षणेजायापत्योष्टक्॥३.२.५२॥,174.460,178.160
3,2,अमनुष्यकर्तृकेच॥३.२.५३॥,178.160,180.700
3,2,शक्तौहस्तिकपाटयोः॥३.२.५४॥,180.700,183.680
3,2,पाणिघताडघौशिल्पिनि॥३.२.५५॥,183.680,186.780
3,2,आढ्यसुभगस्थूलपलितनग्नान्धप्रियेषुच्व्यर्थेष्वच्वौकृञःकरणेख्युन्॥३.२.५६॥,186.780,195.340
3,2,कर्तरिभुवःखिष्णुच्खुकञौ॥३.२.५७॥,195.340,199.600
3,2,स्पृशोऽनुदकेक्विन्॥३.२.५८॥,199.600,202.520
3,2,ऋत्विग्दधृक्स्रग्दिगुष्णिगञ्चुयुजिक्रुञ्चांच॥३.२.५९॥,202.520,207.380
3,2,त्यदादिषुदृशोऽनालोचनेकञ्च॥३.२.६०॥,207.380,211.680
3,2,सत्सूद्विषद्रुहदुहयुजविदभिदच्छिदजिनीराजामुपसर्गेऽपिक्विप्॥३.२.६१॥,211.680,220.200
3,2,भजोण्विः॥३.२.६२॥,220.200,221.720
3,2,छन्दसिसहः॥३.२.६३॥,221.720,224.220
3,2,वहश्च॥३.२.६४॥,224.220,224.720
3,2,कव्यपुरीषपुरीष्येषुञ्युट्॥३.२.६५॥,224.720,229.600
3,2,हव्येऽनन्तःपादम्॥३.२.६६॥,229.600,232.360
3,2,जनसनखनक्रमगमोविट्॥३.२.६७॥,232.360,235.460
3,2,अदोऽनन्ने॥३.२.६८॥,235.460,237.100
3,2,क्रव्येच॥३.२.६९॥,237.100,238.640
3,2,दुहःकब्घश्च॥३.२.७०॥,238.640,240.180
3,2,मन्त्रेश्वेतवहोक्थशस्पुरोडाशोण्विन्॥३.२.७१॥,240.180,246.840
3,2,अवेयजः॥३.२.७२॥,246.840,248.860
3,2,विजुपेछन्दसि॥३.२.७३॥,248.860,251.520
3,2,आतोमनिन्क्वनिब्वनिपश्च॥३.२.७४॥,251.520,255.220
3,2,अन्येभ्योऽपिदृश्यन्ते॥३.२.७५॥,255.220,258.080
3,2,क्विप्च॥३.२.७६॥,258.080,259.860
