Kanda,Varga,Sentence,Sentence Start,Sentence End
2,4,क्रोष्टुविन्नासिंहपुच्छीकलशिर्धावनिर्गुहा।,1147.640,1153.440
2,4,निदिग्धिकास्पृशीव्याघ्रीबृहतीकण्टकारिका॥२.४.९३॥,1153.440,1158.280
2,4,प्रचोदनीकुलीक्षुद्रादुःस्पर्शाराष्ट्रिकेत्यपि।,1158.280,1165.400
2,4,नीलीकालाक्लीतकिकाग्रामीणामधुपर्णिका॥२.४.९४॥,1165.400,1171.960
2,4,रञ्जनीश्रीफलीतुत्थाद्रोणीदोलाचनीलिनी।,1171.960,1177.480
2,4,अवल्गुजःसोमराजीसुवल्लिःसोमवल्लिका॥२.४.९५॥,1177.480,1183.280
2,4,कालमेषीकृष्णफलीबाकुचीपूतिफल्यपि।,1183.280,1187.480
2,4,कृष्णोपकुल्यावैदेहीमागधीचपलाकणा॥२.४.९६॥,1187.480,1194.240
2,4,उषणापिप्पलीशौण्डीकोलाथकरिपिप्पली।,1194.240,1200.360
2,4,कपिवल्लीकोलवल्लीश्रेयसीवशिरःपुमान्॥२.४.९७॥,1200.360,1205.080
2,4,चव्यंतुचविकाकाकचिञ्चीगुञ्जेतुकृष्णला।,1205.080,1210.680
2,4,पलङ्कषात्विक्षुगन्धाश्वदंष्ट्रास्वादुकण्टकः॥२.४.९८॥,1210.680,1214.600
2,4,गोकण्टकोगोक्षुरकोवनशृङ्गाटइत्यपि।,1214.600,1222.400
2,4,विश्वाविषाप्रतिविषातिविषोपविषारुणा॥२.४.९९॥,1222.400,1228.120
2,4,शृङ्गीमहौषधंचाथक्षीरावीदुग्धिकासमे।,1228.120,1234.000
2,4,शतमूलीबहुसुताभीरूरिन्दीवरीवरी॥२.४.१००॥,1234.000,1239.440
2,4,ऋष्यप्रोक्ताभीरुपत्रीनारायण्यःशतावरी।,1239.440,1245.340
2,4,अहेरुरथपीतद्रुकालीयकहरिद्रवः॥२.४.१०१॥,1245.340,1252.960
2,4,दार्वीपचम्पचादारुहरिद्रापर्जनीत्यपि।,1252.960,1256.900
2,4,वचोग्रगन्धाषड्ग्रन्थागोलोमीशतपर्विका॥२.४.१०२॥,1256.900,1265.160
2,4,शुक्लाहैमवतीवैद्यमातृसिंह्यौतुवाशिका।,1265.160,1268.940
2,4,वृषोऽटरूषःसिंहास्योवासकोवाजिदन्तकः॥२.४.१०३॥,1268.940,1274.160
2,4,आस्फोटागिरिकर्णीस्याद्विष्णुक्रान्तापराजिता।,1274.160,1282.280
2,4,इक्षुगन्धातुकाण्डेक्षुकोकिलाक्षेक्षुरक्षुराः॥२.४.१०४॥,1282.280,1288.800
2,4,शालेयःस्याच्छीतशिवश्छत्रामधुरिकामिसिः।,1288.800,1294.800
2,4,मिश्रेयाप्यथसीहुण्डोवज्रःस्नुक्स्त्रीस्नुहीगुडा॥२.४.१०५॥,1294.800,1302.000
2,4,समन्तदुग्धाथोवेल्लममोघाचित्रतण्डुला।,1302.000,1306.940
2,4,तण्डुलश्चकृमिघ्नश्चविडङ्गंपुन्नपुंसकम्॥२.४.१०६॥,1306.940,1313.320
2,4,बलावाट्यालकाघण्टारवातुशणपुष्पिका।,1313.320,1320.000
2,4,मृद्वीकागोस्तनीद्राक्षास्वाद्वीमधुरसेतिच॥२.४.१०७॥,1320.000,1326.640
2,4,सर्वानुभूतिःसरलात्रिपुटात्रिवृतात्रिवृत्।,1326.640,1333.300
2,4,त्रिभण्डीरोचनीश्यामापालिन्द्यौतुसुषेणिका॥२.४.१०८॥,1333.300,1338.240
2,4,कालामसूरविदलार्धचन्द्राकालमेषिका।,1338.240,1343.980
2,4,मधुकंक्लीतकंयष्टिमधुकंमधुयष्टिका॥२.४.१०९॥,1343.980,1348.840
2,4,विदारीक्षीरशुक्लेक्षुगन्धाक्रोष्टीचयासिता।,1348.840,1355.120
2,4,अन्याक्षीरविदारीस्यान्महाश्वेतर्क्षगन्धिका॥२.४.११०॥,1355.120,1362.640
2,4,लाङ्गलीशारदीतोयपिप्पलीशकुलादनी।,1362.640,1366.860
2,4,खराश्वाकारवीदीप्योमयूरोलोचमस्तकः॥२.४.१११॥,1366.860,1374.160
2,4,गोपीश्यामाशारिवास्यादनन्तोत्पलशारिवा।,1374.160,1381.260
2,4,योग्यमृद्धिःसिद्धिलक्ष्म्यौवृद्धेरप्याह्वयाइमे॥२.४.११२॥,1381.260,1388.920
2,4,कदलीवारणबुसारम्भामोचांशुमत्फला।,1388.920,1392.880
2,4,काष्ठीलामुद्गपर्णीतुकाकमुद्गासहेत्यपि॥२.४.११३॥,1392.880,1399.600
2,4,वार्ताकीहिङ्गुलीसिंहीभण्टाकीदुष्प्रधर्षिणी।,1399.600,1406.100
2,4,नाकुलीसुरसारास्नासुगन्धागन्धनाकुली॥२.४.११४॥,1406.100,1411.520
2,4,नकुलेष्टाभुजङ्गाक्षीछत्राकीसुवहाचसा।,1411.520,1419.100
2,4,विदारिगन्धांशुमतीसालपर्णीस्थिराध्रुवा॥२.४.११५॥,1419.100,1424.080
2,4,तुण्डिकेरीसमुद्रान्ताकार्पासीबदरेतिच।,1424.080,1429.200
2,4,भारद्वाजीतुसावन्याशृङ्गीतुऋषभोवृषः॥२.४.११६॥,1429.200,1434.600
2,4,गाङ्गेरुकीनागबलाझषाह्रस्वगवेधुका।,1434.600,1441.380
2,4,धामार्गवोघोषकःस्यान्महाजालीसपीतकः॥२.४.११७॥,1441.380,1447.360
2,4,ज्योत्स्नीपटोलिकाजालीनादेयीभूमिजम्बुका।,1447.360,1453.700
2,4,स्याल्लाङ्गलिक्यग्निशिखाकाकाङ्गीकाकनासिका॥२.४.११८॥,1453.700,1460.640
2,4,गोधापदीतुसुवहामुसलीतालमूलिका।,1460.640,1465.540
2,4,अजशृङ्गीविषाणीस्याद्गोजिह्वादार्विकेसमे॥२.४.११९॥,1465.540,1472.040
2,4,ताम्बूलवल्लीतम्बूलीनागवल्ल्यप्यथद्विजा।,1472.040,1477.860
2,4,हरेणूरेणुकाकौन्तीकपिलाभस्मगन्धिनी॥२.४.१२०॥,1477.860,1485.160
2,4,एलावालुकमैलेयंसुगन्धिहरिवालुकम्।,1485.160,1491.280
2,4,वालुकंचाथपालङ्क्यांमुकुन्दःकुन्दकुन्दुरू॥२.४.१२१॥,1491.280,1497.480
2,4,बालंह्रीबेरबर्हिष्ठोदीच्यंकेशाम्बुनामच।,1497.480,1502.200
2,4,कालानुसार्यवृद्धाश्मपुष्पशीतशिवानितु॥२.४.१२२॥,1502.200,1507.840
2,4,शैलेयंतालपर्णीतुदैत्यागन्धकुटीमुरा।,1507.840,1515.740
2,4,गन्धिनीगजभक्ष्यातुसुवहासुरभीरसा॥२.४.१२३॥,1515.740,1520.560
2,4,महेरणाकुन्दुरुकीसल्लकीह्लादिनीतिच।,1520.560,1525.660
2,4,अग्निज्वालासुभिक्षेतुधातकीधातुपुष्पिका॥२.४.१२४॥,1525.660,1532.600
2,4,पृथ्वीकाचन्द्रवालैलानिष्कुटिर्बहिलाथसा।,1532.600,1539.440
2,4,सूक्ष्मोपकुञ्चिकातुत्थाकोरङ्गीत्रिपुटात्रुटिः॥२.४.१२५॥,1539.440,1546.680
2,4,व्याधिःकुष्टंपारिभाव्यंवाप्यंपाकलमुत्पलम्।,1546.680,1551.660
2,4,शङ्खिनीचोरपुष्पीस्यात्केशिन्यथवितुन्नकः॥२.४.१२६॥,1551.660,1557.960
2,4,झटामलाज्झटातालीशिवातामलकीतिच।,1557.960,1562.000
2,4,प्रपौण्डरीकंपौण्डर्यमथतुन्नःकुबेरकः॥२.४.१२७॥,1562.000,1567.320
2,4,कुणिःकच्छःकान्तलकोनन्दिवृक्षोऽथराक्षसी।,1567.320,1574.300
2,4,चण्डाधनहरीक्षेमदुष्पत्रगणहासकाः॥२.४.१२८॥,1574.300,1578.920
2,4,व्याडायुधंव्याघ्रनखंकरजंचक्रकारकम्।,1578.920,1586.320
2,4,सुषिराविद्रुमलताकपोताङ्घ्रिर्नटीनली॥२.४.१२९॥,1586.320,1592.040
2,4,धमन्यञ्जनकेशीचहनुर्हट्टविलासिनी।,1592.040,1596.180
2,4,शुक्तिःशङ्खःखुरःकोलदलंनखमथाढकी॥२.४.१३०॥,1596.180,1601.760
2,4,काक्षीमृत्स्नातुवरिकामृत्तालकसुराष्ट्रजे।,1601.760,1609.040
2,4,कुटन्नटंदाशपुरंवानेयंपरिपेलवम्॥२.४.१३१॥,1609.040,1613.480
2,4,प्लवगोपुरगोनर्दकैवर्तीमुस्तकानिच।,1613.480,1619.600
2,4,ग्रन्थिपर्णंशुकंबर्हंपुष्पंस्थौणेयकुक्कुरे॥२.४.१३२॥,1619.600,1626.360
2,4,मरुन्मालातुपिशुनास्पृक्कादेवीलतालघुः।,1626.360,1631.580
2,4,समुद्रान्तावधूःकोटिवर्षालङ्कोपिकेत्यपि॥२.४.१३३॥,1631.580,1638.040
2,4,तपस्विनीजटामांसीजटिलालोमशामिसी।,1638.040,1641.460
2,4,त्वक्पत्रमुत्कटंभृङ्गंत्वचंचोचंवराङ्गकम्॥२.४.१३४॥,1641.460,1646.880
2,4,कर्चूरकोद्राविडकःकाल्पकोवेधमुख्यकः।,1646.880,1654.820
2,4,ओषध्योजातिमात्रेस्युरजातौसर्वमौषधम्॥२.४.१३५॥,1654.820,1661.880
2,4,शाकाख्यंपत्रपुष्पादितण्डुलीयोऽल्पमारिषः।,1661.880,1668.800
2,4,विशल्याग्निशिखानन्ताफलिनीशक्रपुष्पिका॥२.४.१३६॥,1668.800,1673.320
2,4,स्याद्दक्षगन्धाछगलान्त्र्यावेगीवृद्धदारकः।,1673.320,1679.920
2,4,जुङ्गोब्रम्हीतुमत्स्याक्षीवयस्थासोमवल्लरी॥२.४.१३७॥,1679.920,1685.360
2,4,पटुपर्णीहैमवतीस्वर्णक्षीरीहिमावती।,1685.360,1691.020
2,4,हयपुच्छीतुकाम्बोजीमाषपर्णीमहासहा॥२.४.१३८॥,1691.020,1696.680
2,4,तुण्डिकेरीरक्तफलाबिम्बिकापीलुपर्ण्यपि।,1696.680,1702.180
2,4,बर्बराकबरीतुङ्गीखरपुष्पाजगन्धिका॥२.४.१३९॥,1702.180,1706.920
2,4,एलापर्णीतुसुवहारास्नायुक्तरसाचसा।,1706.920,1713.000
2,4,चाङ्गेरीचुक्रिकादन्तशठाम्बष्ठाम्ललोणिका॥२.४.१४०॥,1713.000,1719.800
2,4,सहस्रवेधीचुक्रोऽम्लवेतसःशतवेध्यपि।,1719.800,1724.020
2,4,नमस्कारीगण्डकारीसमङ्गाखदिरेत्यपि॥२.४.१४१॥,1724.020,1730.040
2,4,जीवन्तीजीवनीजीवाजीवनीयामधुस्रवा।,1730.040,1733.220
2,4,कूर्चशीर्षोमधुरकःशृङ्गह्रस्वाङ्गजीवकाः॥२.४.१४२॥,1733.220,1740.600
2,4,किराततिक्तोभूनिम्बोऽनार्यतिक्तोऽथसप्तला।,1740.600,1747.400
2,4,विमलासातलाभूरिफेनाचर्मकषेत्यपि॥२.४.१४३॥,1747.400,1751.760
2,4,वायसोलीस्वादुरसावयस्थाथमकूलकः।,1751.760,1758.340
2,4,निकुम्भोदन्तिकाप्रत्यक्श्रेण्युदुम्बरपर्ण्यपि॥२.४.१४४॥,1758.340,1765.240
2,4,अजमोदातूग्रगन्धाब्रह्मदर्भायवानिका।,1765.240,1769.060
2,4,मूलेपुष्करकाश्मीरपद्मपत्राणिपौष्करे॥२.४.१४५॥,1769.060,1775.000
2,4,अव्यथातिचरापद्माचारटीपद्मचारिणी।,1775.000,1779.700
2,4,काम्पिल्यःकर्कशश्चन्द्रोरक्ताङ्गोरोचनीत्यपि॥२.४.१४६॥,1779.700,1788.200
2,4,प्रपुन्नाडस्त्वेडगजोदद्रुघ्नश्चक्रमर्दकः।,1788.200,1794.420
2,4,पद्माटउरणाख्यश्चपलाण्डुस्तुसुकन्दकः॥२.४.१४७॥,1794.420,1800.800
2,4,लतार्कदुद्रुमौतत्रहरितेऽथमहौषधम्।,1800.800,1804.600
2,4,लशुनंगृञ्जनारिष्टमहाकन्दरसोनकाः॥२.४.१४८॥,1804.600,1810.880
2,4,पुनर्नवातुशोथघ्नीवितुन्नंसुनिषण्णकम्।,1810.880,1815.180
2,4,स्याद्वातकःशीतलोऽपराजिताशणपर्ण्यपि॥२.४.१४९॥,1815.180,1823.160
2,4,पारावताङ्घ्रिःकटभीपण्याज्योतिष्मतीलता।,1823.160,1828.700
2,4,वार्षिकंत्रायमाणास्यात्त्रायन्तीबलभद्रिका॥२.४.१५०॥,1828.700,1834.680
2,4,विष्वक्सेनप्रियागृष्टिर्वाराहीबदरेत्यपि।,1834.680,1840.700
2,4,मार्कवोभृङ्गराजःस्यात्काकमाचीतुवायसी॥२.४.१५१॥,1840.700,1846.320
2,4,शतपुष्पासितच्छत्रातिच्छत्रामधुरामिसिः।,1846.320,1851.260
2,4,अवाक्पुष्पीकारवीचसरणातुप्रसारिणी॥२.४.१५२॥,1851.260,1856.560
2,4,तस्यांकटम्भराराजबलाभद्रबलेत्यपि।,1856.560,1863.160
2,4,जनीजतूकारजनीजतुकृच्चक्रवर्तिनी॥२.४.१५३॥,1863.160,1867.280
2,4,संस्पर्शाथशटीगन्धमूलीषड्ग्रन्थिकेत्यपि।,1867.280,1873.440
2,4,कर्चूरोऽपिपलाशोऽथकारवेल्लःकठिल्लकः॥२.४.१५४॥,1873.440,1880.000
2,4,सुषवीचाथकुलकंपतोलस्तिक्तकःपटुः।,1880.000,1886.040
2,4,कूष्माण्डकस्तुकर्कारुरुर्वारुःकर्कटीस्त्रियौ॥२.४.१५५॥,1886.040,1891.560
2,4,इक्ष्वाकुःकटुतुम्बीस्यात्तुम्ब्यलाबूरुभेसमे।,1891.560,1899.040
2,4,चित्रागवाक्षीगोडुम्बाविशालात्विन्द्रवारुणी॥२.४.१५६॥,1899.040,1904.360
2,4,अर्शोघ्नःसूरणःकन्दोगण्डीरस्तुसमष्ठिला।,1904.360,1911.780
2,4,कलम्ब्युपोदिकास्त्रीतुमूलकंहिलमोचिका॥२.४.१५७॥,1911.780,1916.200
2,4,वास्तुकंशाकभेदाःस्युर्दूर्वातुशतपर्विका।,1916.200,1923.340
2,4,सहस्रवीर्याभार्गव्यौरुहानन्ताथसासिता॥२.४.१५८॥,1923.340,1929.480
2,4,गोलोमीशतवीर्याचगण्डालीशकुलाक्षका।,1929.480,1935.760
2,4,कुरुविन्दोमेघनामामुस्तामुस्तकमस्त्रियाम्॥२.४.१५९॥,1935.760,1940.560
2,4,स्याद्भद्रमुस्तकोगुन्द्राचूडालाचक्रलोच्चटा।,1940.560,1947.940
2,4,वंशेत्वक्सारकर्मारत्वचिसारतृणध्वजाः॥२.४.१६०॥,1947.940,1950.680
2,4,शतपर्वायवफलोवेणुमस्करतेजनाः।,1950.680,1957.700
2,4,वेणवःकीचकास्तेस्युर्येस्वनन्त्यनिलोद्धताः॥२.४.१६१॥,1957.700,1965.520
2,4,ग्रन्थिर्नापर्वपरुषीगुन्द्रस्तेजनकःशरः।,1965.520,1971.160
2,4,नडस्तुधमनःपोटगलोऽथोकाशमस्त्रियाम्॥२.४.१६२॥,1971.160,1977.240
2,4,इक्षुगन्धापोटगलःपुंसिभूम्नितुबल्वजाः।,1977.240,1982.400
2,4,रसालइक्षुस्तद्भेदाःपुण्ड्रकान्तारकादयः॥२.४.१६३॥,1982.400,1990.120
2,4,स्याद्वीरणंवीरतरंमूलेऽस्योशीरमस्त्रियाम्।,1990.120,1995.640
2,4,अभयंनलदंसेव्यममृणालंजलाशयम्॥२.४.१६४॥,1995.640,1999.960
2,4,लामज्जकंलघुलयमवदाहेष्टकापथे।,1999.960,2006.540
2,4,नडादयस्तृणंगर्मुच्छ्यामाकप्रमुखाअपि॥२.४.१६५॥,2006.540,2011.640
2,4,अस्त्रीकुशंकुथोदर्भःपवित्रमथकत्तृणम्।,2011.640,2016.940
2,4,पौरसौगन्धिकध्यामदेवजग्धकरौहिषम्॥२.४.१६६॥,2016.940,2022.960
2,4,छत्रातिच्छत्रपालघ्नौमालातृणकभूस्तृणे।,2022.960,2029.860
2,4,शष्पंबालतृणम्घासोयवसंतृणमर्जुनम्॥२.४.१६७॥,2029.860,2033.600
2,4,तृणानांसंहतिस्तृण्यानड्यातुनडसंहतिः।,2033.600,2043.880
2,4,तृणराजाह्वयस्तालोनालिकेरस्तुलाङ्गली॥२.४.१६८॥,2043.880,2048.520
2,4,घोण्टातुपूगःक्रमुकोगुवाकःखपुरोऽस्यतु।,2048.520,2054.860
2,4,फलमुद्वेगमेतेचहिन्तालसहितास्त्रयः॥२.४.१६९॥,2054.860,2061.560
2,4,खर्जूरःकेतकीतालीखर्जुरीचतृणद्रुमाः।,2061.560,2069.200
2,4,इतिवनौषधिवर्गः।,2069.200,2072.800
2,5,अथसिंहादिवर्गः।,0.000,4.080
2,5,सिंहोमृगेन्द्रःपञ्चास्योहर्यक्षःकेसरीहरिः।,4.080,10.040
2,5,कण्ठीरवोमृगारिपुर्मृगदृष्टिर्मृगाशनः॥२.५.१॥,10.040,16.440
2,5,पुण्डरीकःपञ्चनखचित्रकायमृगद्विषः।,16.440,24.120
2,5,शार्दूलद्वीपिनौव्याघ्रेतरक्षुस्तुमृगादनः॥२.५.२॥,24.120,30.520
2,5,वराहःसूकरोघृष्टिःकोलःपोत्रीकिरिःकिटिः।,30.520,38.020
2,5,दंष्ट्रीघोणीस्तब्धरोमाक्रोडोभूदारइत्यपि॥२.५.३॥,38.020,45.240
2,5,कपिप्लवङ्गप्लवगशाखामृगवलीमुखाः।,45.240,50.420
2,5,मर्कटोवानरःकीशोवनौकाअथभल्लुके॥२.५.४॥,50.420,57.680
2,5,ऋक्षाच्छभल्लभल्लूकागण्डकेखड्गखड्गिनौ।,57.680,63.980
2,5,लुलायोमहिषोवाहद्विषत्कासरसैरिभाः॥२.५.५॥,63.980,69.720
2,5,स्त्रियांशिवाभूरिमायगोमायुमृगधूर्तकाः।,69.720,75.580
2,5,शृगालवञ्चकक्रोष्टुफेरुफेरवजम्बुकाः॥२.५.६॥,75.580,79.200
2,5,ओतुर्बिडालोमार्जारोवृषदंशकआखुभुक्।,79.200,86.740
2,5,त्रयोगौधारगौधेरगौधेयागोधिकात्मजे॥२.५.७॥,86.740,93.960
2,5,श्वावित्तुशल्यस्तल्लोम्निशललीशललंशलम्।,93.960,99.900
2,5,वातप्रमीर्वातमृगःकोकस्त्वीहामृगोवृकः॥२.५.८॥,99.900,104.400
2,5,मृगेकुरङ्गवातायुहरिणाजिनयोनयः।,104.400,112.040
2,5,ऐणेयमेण्याश्चर्माद्यमेणस्यैणमुभेत्रिषु॥२.५.९॥,112.040,118.080
2,5,कदलीकन्दलीचीनश्चमूरुप्रियकावपि।,118.080,124.640
2,5,समूरुश्चेतिहरिणाअमीअजिनयोनयः॥२.५.१०॥,124.640,129.200
2,5,कृष्णसाररुरुन्यङ्कुरङ्कुशम्बररौहिषाः।,129.200,137.500
2,5,गोकर्णपृषतैणर्श्यरोहिताश्चमरोमृगाः॥२.५.११॥,137.500,143.120
2,5,गन्धर्वःशरभोरामःसृमरोगवयःशशः।,143.120,149.620
2,5,इत्यादयोमृगेन्द्राद्यागवाद्याःपशुजातयः॥२.५.१२॥,149.620,155.880
2,5,अधोगन्तातुखनकोवृकःपुंध्वजउन्दुरः।,155.880,163.660
2,5,उन्दुरुर्मूषकोऽप्याखुर्गिरिकाबालमूषिका॥२.५.१३॥,163.660,168.960
2,5,सरटःकृकलासःस्यान्मुसलीगृहगोधिका।,168.960,174.700
2,5,लूतास्त्रीतन्तुवायोर्णनाभमर्कटकाःसमाः॥२.५.१४॥,174.700,180.800
2,5,नीलङ्गुस्तुकृमिःकर्णजलौकाःशतपद्युभे।,180.800,186.480
2,5,वृश्चिकःशूककीटःस्यादलिद्रुणौतुवृश्चिके॥२.५.१५॥,186.480,193.440
2,5,पारावतःकलरवःकपोतोऽथशशादनः।,193.440,198.320
2,5,पत्रीश्येनउलूकस्तुवायसारातिपेचकौ॥२.५.१६॥,198.320,205.440
2,5,दिवान्धःकौशिकोघूकोदिवाभीतोनिशाटनः।,205.440,209.500
2,5,व्याघ्राटःस्याद्भरद्वाजःखञ्जरीटस्तुखञ्जनः॥२.५.१७॥,209.500,217.560
2,5,लोहपृष्ठस्तुकङ्कःस्यादथचाषःकिकीदिविः।,217.560,225.940
2,5,कलिङ्गभृङ्गधूम्याटाअथस्याच्छतपत्रकः॥२.५.१८॥,225.940,231.440
2,5,दार्वाघाटोऽथसारङ्गस्तोककश्चातकःसमाः।,231.440,237.800
2,5,कृकवाकुस्ताम्रचूडःकुक्कुटश्चरणायुधः॥२.५.१९॥,237.800,244.000
2,5,चटकःकलविङ्कःस्यात्तस्यस्त्रीचटकातयोः।,244.000,251.660
2,5,पुमपत्येचाटकैरःस्त्र्यपत्येचटकैवसा॥२.५.२०॥,251.660,257.800
2,5,कर्करेटुःकरेटुःस्यात्कृकणक्रकरौसमौ।,257.800,265.040
2,5,वनप्रियःपरभृतःकोकिलःपिकइत्यपि॥२.५.२१॥,265.040,269.280
2,5,काकेतुकरटारिष्टबलिपुष्टसकृत्प्रजाः।,269.280,274.620
2,5,ध्वाङ्क्षात्मघोषपरभृद्बलिभुग्वायसाअपि॥२.५.२२॥,274.620,281.440
2,5,सएवचचिरञ्जीवीचैकदृष्टिश्चमौकुलिः।,281.440,287.960
2,5,द्रोणकाकस्तुकाकोलोदात्यूहःकालकण्ठकः॥२.५.२३॥,287.960,295.200
2,5,आतायिचिल्लौदाक्षाय्यगृध्रौकीरशुकौसमौ।,295.200,301.360
2,5,क्रुङ्क्रौञ्चोऽथबकःकह्वःपुष्कराह्वस्तुसारसः॥२.५.२४॥,301.360,309.360
2,5,कोकश्चक्रश्चक्रवाकोरथाङ्गाह्वयनामकः।,309.360,316.220
2,5,कादम्बःकलहंसःस्यादुत्क्रोशकुररौसमौ॥२.५.२५॥,316.220,322.160
2,5,हंसास्तुश्वेतगरुतश्चक्राङ्गामानसौकसः।,322.160,327.200
2,5,राजहंसास्तुतेचञ्चुचरणैर्लोहितैःसिताः॥२.५.२६॥,327.200,335.160
2,5,मलिनैर्मल्लिकाक्षास्तेधार्तराष्ट्राःसितेतरैः।,335.160,343.320
2,5,शरारिराटिराडिश्चबलाकाबिसकण्ठिका॥२.५.२७॥,343.320,347.200
2,5,हंसस्ययोषिद्वरटासारसस्यतुलक्ष्मणा।,347.200,354.280
2,5,जतुकाजिनपत्रास्यात्परोष्णीतैलपायिका॥२.५.२८॥,354.280,360.960
2,5,वर्वणामक्षिकानीलासरघामधुमक्षिका।,360.960,366.980
2,5,पतङ्गिकापुत्तिकास्याद्दंशस्तुवनमक्षिका॥२.५.२९॥,366.980,373.360
2,5,दंशीतज्जातिरल्पास्याद्गन्धोलीवरटाद्वयोः।,373.360,380.900
2,5,भृङ्गारीझीरुकाचीरीझिल्लिकाचसमाइमाः॥२.५.३०॥,380.900,386.520
2,5,समौपतङ्गशलभौखद्योतोज्योतिरिङ्गणः।,386.520,392.880
2,5,मधुव्रतोमधुकरोमधुलिण्मधुपालिनः॥२.५.३१॥,392.880,399.080
2,5,द्विरेफपुष्पलिड्भृङ्गषट्पदभ्रमरालयः।,399.080,403.820
2,5,मयूरोबर्हिणोबर्हीनीलकण्ठोभुजङ्गभुक्॥२.५.३२॥,403.820,411.120
2,5,शिखावलःशिखीकेकीमेघनादानुलास्यपि।,411.120,417.200
2,5,केकावाणीमयूरस्यसमौचन्द्रकमेचकौ॥२.५.३३॥,417.200,423.080
2,5,शिखाचूडाशिखण्डस्तुपिच्छबर्हेनपुंसके।,423.080,430.720
2,5,खगेविहङ्गविहगविहङ्गमविहायसः॥२.५.३४॥,430.720,435.920
2,5,शकुन्तिपक्षिशकुनिशकुन्तशकुनद्विजाः।,435.920,440.040
2,5,पतत्रिपत्रिपतगपतत्पत्ररथाण्डजाः॥२.५.३५॥,440.040,446.080
2,5,नगौकोवाजिविकिरविविष्किरपतत्रयः।,446.080,451.140
2,5,नीडोद्भवाःगरुत्मन्तःपित्सन्तोनभसङ्गमाः॥२.५.३६॥,451.140,458.000
2,5,तेषांविशेषाहारीतोमद्गुःकारण्डवःप्लवः।,458.000,464.580
2,5,तित्तिरिःकुक्कुभोलावोजीवञ्जीवश्चकोरकः॥२.५.३७॥,464.580,471.080
2,5,कोयष्टिकष्टिट्टिभकोवर्तकोवर्तिकादयः।,471.080,476.400
2,5,गरुत्पक्षच्छदाःपत्रंपतत्रंचतनूरुहम्॥२.५.३८॥,476.400,481.920
2,5,स्त्रीपक्षतिःपक्षमूलंचञ्चुस्त्रोटिरुभेस्त्रियौ।,481.920,488.520
2,5,प्रडीनोड्डीनसंडीनान्येताःखगगतिक्रियाः॥२.५.३९॥,488.520,495.160
2,5,पेशीकोशोद्विहीनेऽण्डंकुलायोनीडमस्त्रियाम्।,495.160,501.420
2,5,पोतःपाकोऽर्भकोडिम्भःपृथुकःशावकःशिशुः॥२.५.४०॥,501.420,508.120
2,5,स्त्रीपुंसौमिथुनंद्वन्द्वंयुग्मंतुयुगुलंयुगम्।,508.120,512.940
2,5,समूहेनिवहव्यूहसंदोहविसरव्रजाः॥२.५.४१॥,512.940,516.960
2,5,स्तोमौघनिकरव्रातवारसङ्घातसञ्चयाः।,516.960,525.280
2,5,समुदायःसमुदयःसमवायश्चयोगणः॥२.५.४२॥,525.280,530.400
2,5,स्त्रियांतुसंहतिर्वृन्दंनिकुरम्बंकदम्बकम्।,530.400,537.560
2,5,वृन्दभेदाःसमैर्वर्गःसङ्घसार्थौतुजन्तुभिः॥२.५.४३॥,537.560,544.880
2,5,सजातीयैःकुलंयूथंतिरश्चांपुन्नपुंसकम्।,544.880,550.640
2,5,पशूनांसमजोऽन्येषांसमाजोऽथसधर्मिणाम्॥२.५.४४॥,550.640,556.440
2,5,स्यान्निकायःपुञ्जराशीतूत्करःकूटमस्त्रियाम्।,556.440,564.340
2,5,कापोतशौकमायूरतैत्तिरादीनितद्गणे॥२.५.४५॥,564.340,570.440
2,5,गृहासक्ताःपक्षिमृगाश्छेकास्तेगृह्यकाश्चते।,570.440,578.800
2,5,इतिसिंहादिवर्गः।,578.800,581.920
2,6,अथमनुष्यवर्गः।,0.000,2.680
2,6,मनुष्यामानुषामर्त्यामनुजामानवानराः।,2.680,8.020
2,6,स्युःपुमांसःपञ्चजनाःपुरुषाःपूरुषानरः॥२.६.१॥,8.020,14.480
2,6,स्त्रीयोषिदबलायोषानारीसीमन्तिनीवधूः।,14.480,18.960
2,6,प्रतीपदर्शिनीवामावनितामहिलातथा॥२.६.२॥,18.960,25.880
2,6,विशेषास्त्वङ्गनाभीरुःकामिनीवामलोचना।,25.880,30.240
2,6,प्रमदामानिनीकान्ताललनाचनितम्बिनी॥२.६.३॥,30.240,37.440
2,6,सुन्दरीरमणीरामाकोपनासैवभामिनी।,37.440,42.820
2,6,वरारोहामत्तकाशिन्युत्तमावरवर्णिनी॥२.६.४॥,42.820,47.440
2,6,कृताभिषेकामहिषीभोगिन्योऽन्यानृपस्त्रियः।,47.440,52.840
2,6,पत्नीपाणिगृहीतीचद्वितीयासहधर्मिणी॥२.६.५॥,52.840,57.640
2,6,भार्याजायाथपुंभूम्निदाराःस्यात्तुकुटुम्बिनी।,57.640,66.140
2,6,पुरन्ध्रीसुचरित्रातुसतीसाध्वीपतिव्रता॥२.६.६॥,66.140,72.440
2,6,कृतसापत्निकाध्यूढाधिविन्नाथस्वयंवरा।,72.440,78.760
2,6,पतिंवराचवर्याथकुलस्त्रीकुलपालिका॥२.६.७॥,78.760,84.000
2,6,कन्याकुमारीगौरीतुनग्निकानागतार्तवा।,84.000,90.800
