Kanda,Varga,Word,Word Start,Word End
1,6,विवादो,113.520,114.550
1,6,व्यवहारः,114.550,115.460
1,6,स्यादुपन्यासस्तु,115.460,118.225
1,6,वाङ्मुखम्,118.225,119.660
1,6,उपोद्धात,119.660,121.530
1,6,उदाहारः,121.530,123.420
1,6,शपनं,123.420,124.140
1,6,शपथः,124.140,124.790
1,6,पुमान्,124.790,126.160
1,6,प्रश्नोऽनुयोगः,126.160,127.915
1,6,पृच्छा,127.915,128.710
1,6,च,128.710,128.845
1,6,प्रतिवाक्योत्तरे,128.845,131.840
1,6,समे,131.840,133.340
1,6,मिथ्याभियोगोऽभ्याख्यानमथ,133.340,137.680
1,6,मिथ्याभिशंसनम्,137.680,139.800
1,6,अभिशापः,139.800,141.800
1,6,प्रणादस्तु,141.800,143.055
1,6,शब्दः,143.055,143.650
1,6,स्यादनुरागजः,143.650,145.260
1,6,यशः,145.260,146.880
1,6,कीर्तिः,146.880,147.705
1,6,समज्ञा,147.705,149.730
1,6,च,149.730,150.220
1,6,स्तवः,150.220,151.380
1,6,स्तोत्रं,151.380,151.540
1,6,स्तुतिर्नुतिः,151.540,153.400
1,6,आम्रेडितं,153.400,154.875
1,6,द्विस्त्रिरुक्तमुच्चैर्घृष्टं,154.875,158.665
1,6,तु,158.665,158.830
1,6,घोषणा,158.830,159.980
1,6,काकुः,159.980,161.295
1,6,स्त्रियां,161.295,161.955
1,6,विकारो,161.955,162.830
1,6,यः,162.830,164.110
1,6,शोकभीत्यादिभिर्ध्वनेः,164.110,168.040
1,6,अवर्णाक्षेपनिर्वादपरीवादापवादवत्,168.040,173.980
1,6,उपक्रोशो,173.980,174.820
1,6,जुगुप्सा,174.820,176.240
1,6,च,176.240,176.885
1,6,कुत्सा,176.885,177.425
1,6,निन्दा,177.425,178.125
1,6,च,178.125,178.305
1,6,गर्हणे,178.305,179.920
1,6,पारुष्यमतिवादः,179.920,181.600
1,6,स्याद्भर्त्सनं,181.600,184.215
1,6,त्वपकारगीः,184.215,186.560
1,6,यः,186.560,186.740
1,6,सनिन्द,186.740,187.580
1,6,उपालम्भस्तत्र,187.580,190.280
1,6,स्यात्परिभाषणम्,190.280,192.760
1,6,तत्र,192.760,193.845
1,6,त्वाक्षारणा,193.845,195.395
1,6,यः,195.395,195.625
1,6,स्यादाक्रोशो,195.625,198.360
1,6,मैथुनं,198.360,199.085
1,6,प्रति,199.085,200.420
1,6,स्यादाभाषणमालापः,200.420,203.340
1,6,प्रलापोऽनर्थकं,203.340,205.580
1,6,वचः,205.580,206.040
1,6,अनुलापो,206.040,208.165
1,6,मुहुर्भाषा,208.165,210.110
1,6,विलापः,210.110,210.835
1,6,परिदेवनम्,210.835,213.260
1,6,विप्रलापो,213.260,214.495
1,6,विरोधोक्तिः,214.495,216.855
1,6,संलापो,216.855,217.895
1,6,भाषणं,217.895,218.680
1,6,मिथः,218.680,220.400
1,6,सुप्रलापः,220.400,221.260
1,6,सुवचनमपलापस्तु,221.260,224.225
1,6,निह्नवः,224.225,226.540
1,6,चोद्यमाक्षेपाभियोगौ,226.540,229.950
1,6,शापाक्रोशौ,229.950,231.745
1,6,दुरेषणा,231.745,233.080
1,6,अस्त्री,233.080,234.310
1,6,चाटु,234.310,234.870
1,6,चटु,234.870,235.160
1,6,श्लाघा,235.160,236.760
1,6,प्रेम्णा,236.760,237.670
1,6,मिथ्या,237.670,238.380
1,6,विकत्थनम्,238.380,240.120
1,6,सन्देशवाग्वाचिकं,240.120,242.530
1,6,स्याद्वाग्भेदास्तु,242.530,245.890
1,6,त्रिषूत्तरे,245.890,248.160
1,6,रुशती,248.160,248.570
1,6,वागकल्याणी,248.570,250.670
1,6,स्यात्कल्या,250.670,252.200
1,6,तु,252.200,252.310
1,6,शुभात्मिका,252.310,253.980
1,6,अत्यर्थमधुरं,253.980,255.800
1,6,सान्त्वं,255.800,256.525
1,6,सङ्गतं,256.525,257.455
1,6,हृदयङ्गमम्,257.455,260.200
1,6,निष्ठुरं,260.200,261.030
1,6,परुषं,261.030,261.725
1,6,ग्राम्यमश्लीलं,261.725,264.255
1,6,सूनृतं,264.255,264.960
1,6,प्रिये,264.960,266.320
1,6,सत्येऽथ,266.320,267.270
1,6,सङ्कुलक्लिष्टे,267.270,269.430
1,6,परस्परपराहतम्,269.430,271.400
1,6,लुप्तवर्णपदं,271.400,273.385
1,6,ग्रस्तं,273.385,273.940
1,6,निरस्तं,273.940,276.085
1,6,त्वरितोदितम्,276.085,277.520
1,6,अम्बूकृतं,277.520,278.705
1,6,सनिष्टीवमबद्धं,278.705,281.455
1,6,स्यादनर्थकम्,281.455,283.760
1,6,अनक्षरमवाच्यं,283.760,285.730
1,6,स्यादाहतं,285.730,287.805
1,6,तु,287.805,287.975
1,6,मृषार्थकम्,287.975,290.060
1,6,सोल्लुण्ठनं,290.060,291.455
1,6,तु,291.455,291.630
1,6,सोत्प्रासं,291.630,293.020
1,6,मणितं,293.020,294.205
1,6,रतिकूजितम्,294.205,296.160
1,6,श्राव्यं,296.160,297.265
1,6,हृद्यं,297.265,297.845
1,6,मनोहारि,297.845,299.555
1,6,विस्पष्टं,299.555,301.270
1,6,प्रकटोदितम्,301.270,301.980
1,6,अथ,301.980,302.730
1,6,म्लिष्टमविस्पष्टं,302.730,304.615
1,6,वितथं,304.615,305.500
1,6,त्वनृतं,305.500,306.465
1,6,वचः,306.465,307.040
1,6,सत्यं,307.040,308.980
1,6,तथ्यमृतं,308.980,310.060
1,6,सम्यगमूनि,310.060,312.345
1,6,त्रिषु,312.345,312.665
1,6,तद्वति,312.665,314.160
1,6,शब्दे,314.160,315.080
1,6,निनादनिनदध्वनिध्वानरवस्वनाः,315.080,319.640
1,6,स्वाननिर्घोषनिर्ह्रादनादनिस्वाननिस्वनाः,319.640,325.020
1,6,आरवारावसंरावविरावा,325.020,329.735
1,6,अथ,329.735,330.335
1,6,मर्मरः,330.335,331.000
1,6,स्वनिते,331.000,331.805
1,6,वस्त्रपर्णानां,331.805,334.180
1,6,भूषणानां,334.180,335.335
1,6,तु,335.335,335.670
1,6,शिञ्जितम्,335.670,337.460
1,6,निक्वाणो,337.460,338.545
1,6,निक्वणः,338.545,339.455
1,6,क्वाणः,339.455,340.035
1,6,क्वणः,340.035,341.465
1,6,क्वणनमित्यपि,341.465,343.600
1,6,वीणायाः,343.600,344.735
1,6,क्वणिते,344.735,345.925
1,6,प्रादेः,345.925,347.575
1,6,प्रक्वाणप्रक्वणादयः,347.575,353.060
1,6,कोलाहलः,353.060,354.040
1,6,कलकलस्तिरश्चां,354.040,355.395
1,6,वाशितं,355.395,357.105
1,6,रुतम्,357.105,357.560
1,6,स्त्री,357.560,358.445
1,6,प्रतिश्रुत्प्रतिध्वाने,358.445,361.495
1,6,गीतं,361.495,362.195
1,6,गानमिमे,362.195,363.115
1,6,समे,363.115,365.040
1,6,इति,365.040,365.305
1,6,शब्दादिवर्गः,365.305,368.240
1,7,अथ,0.000,0.480
1,7,नाट्यवर्गः,0.480,3.840
1,7,निषादर्षभगान्धारषड्जमध्यमधैवताः,3.840,10.040
1,7,पञ्चमश्चेत्यमी,10.040,11.740
1,7,सप्त,11.740,13.330
1,7,तन्त्रीकण्ठोत्थिताः,13.330,15.600
1,7,स्वराः,15.600,16.640
1,7,काकली,16.640,18.355
1,7,तु,18.355,18.505
1,7,कले,18.505,18.965
1,7,सूक्ष्मे,18.965,20.495
1,7,ध्वनौ,20.495,21.400
1,7,तु,21.400,21.615
1,7,मधुरास्फुटे,21.615,24.060
1,7,कलो,24.060,24.585
1,7,मन्द्रस्तु,24.585,25.500
1,7,गम्भीरे,25.500,27.440
1,7,तारोऽत्युच्चैस्त्रयस्त्रिषु,27.440,31.480
1,7,नृणामुरसि,31.480,32.500
1,7,मध्यस्थो,32.500,34.690
1,7,द्वाविंशतिविधो,34.690,36.565
1,7,ध्वनिः,36.565,38.020
1,7,स,38.020,38.230
1,7,मन्द्रः,38.230,38.785
1,7,कण्ठमध्यस्थस्तारः,38.785,42.015
1,7,शिरसि,42.015,42.710
1,7,गीयते,42.710,44.320
1,7,समन्वितलयस्त्वेकतालो,44.320,47.095
1,7,वीणा,47.095,47.855
1,7,तु,47.855,47.960
1,7,वल्लकी,47.960,49.220
1,7,विपञ्ची,49.220,50.520
1,7,सा,50.520,50.915
1,7,तु,50.915,51.075
1,7,तन्त्रीभिः,51.075,53.050
1,7,सप्तभिः,53.050,53.830
1,7,परिवादिनी,53.830,55.760
1,7,ततं,55.760,56.220
1,7,वीणादिकं,56.220,57.475
1,7,वाद्यमानद्धं,57.475,60.265
1,7,मुरजादिकम्,60.265,61.780
1,7,वंशादिकं,61.780,63.465
1,7,तु,63.465,63.630
1,7,सुषिरं,63.630,64.275
1,7,कांस्यतालादिकं,64.275,67.200
1,7,घनम्,67.200,68.480
1,7,चतुर्विधमिदं,68.480,69.700
1,7,वाद्यं,69.700,71.540
1,7,वादित्रातोद्यनामकम्,71.540,74.480
1,7,मृदङ्गा,74.480,75.955
1,7,मुरजा,75.955,76.635
1,7,भेदास्त्वङ्क्यालिङ्ग्योर्ध्वकास्त्रयः,76.635,82.040
1,7,स्याद्यशः,82.040,83.175
1,7,पटहो,83.175,83.925
1,7,ढक्का,83.925,85.430
1,7,भेरी,85.430,86.170
1,7,स्त्री,86.170,86.710
1,7,दुन्दुभिः,86.710,87.425
1,7,पुमान्,87.425,89.040
1,7,आनकः,89.040,89.570
1,7,पटहोऽस्त्री,89.570,90.965
1,7,स्यात्कोणो,90.965,93.100
1,7,वीणादि,93.100,93.815
1,7,वादनम्,93.815,95.240
1,7,वीणादण्डः,95.240,96.525
1,7,प्रवालः,96.525,97.315
1,7,स्यात्ककुभस्तु,97.315,99.410
1,7,प्रसेवकः,99.410,100.600
1,7,कोलम्बकस्तु,100.600,102.900
1,7,कायोऽस्या,102.900,105.275
1,7,उपनाहो,105.275,106.210
1,7,निबन्धनम्,106.210,107.520
1,7,वाद्यप्रभेदा,107.520,110.400
1,7,डमरुमड्डुडिण्डिमझर्झराः,110.400,114.040
1,7,मर्दलः,114.040,115.085
1,7,पणवोऽन्ये,115.085,116.275
1,7,च,116.275,116.750
1,7,नर्तकीलासिके,116.750,119.170
1,7,समे,119.170,120.960
1,7,विलम्बितं,120.960,121.570
1,7,द्रुतं,121.570,121.955
1,7,मध्यं,121.955,123.090
1,7,तत्त्वमोघो,123.090,124.755
1,7,घनं,124.755,125.275
1,7,क्रमात्,125.275,126.320
1,7,तालः,126.320,126.910
1,7,कालक्रियामानं,126.910,130.260
1,7,लयः,130.260,130.595
1,7,साम्यमथास्त्रियाम्,130.595,133.400
1,7,ताण्डवं,133.400,134.405
1,7,नटनं,134.405,135.595
1,7,नाट्यं,135.595,137.325
1,7,लास्यं,137.325,138.300
1,7,नृत्यं,138.300,138.970
1,7,च,138.970,139.125
1,7,नर्तने,139.125,141.000
1,7,तौर्यत्रिकं,141.000,142.300
1,7,नृत्यगीतवाद्यं,142.300,144.495
1,7,नाट्यमिदं,144.495,145.670
1,7,त्रयम्,145.670,146.960
1,7,भ्रकुंसश्च,146.960,148.360
1,7,भ्रुकुंसश्च,148.360,150.675
1,7,भ्रूकुंसश्चेति,150.675,152.045
1,7,नर्तकः,152.045,153.860
1,7,स्त्रीवेषधारी,153.860,155.390
1,7,पुरुषो,155.390,155.860
1,7,नाट्योक्तौ,155.860,158.075
1,7,गणिकाज्जुका,158.075,160.760
1,7,भगिनीपतिरावुत्तो,160.760,162.310
1,7,भावो,162.310,164.255
1,7,विद्वानथावुकः,164.255,165.780
1,7,जनको,165.780,167.500
1,7,युवराजस्तु,167.500,168.715
1,7,कुमारो,168.715,169.155
1,7,भर्तृदारकः,169.155,171.400
1,7,राजा,171.400,172.715
1,7,भट्टारको,172.715,174.345
1,7,देवस्तत्सुता,174.345,176.595
1,7,भर्तृदारिका,176.595,178.760
1,7,देवी,178.760,179.485
1,7,कृताभिषेकायामितरासु,179.485,182.865
1,7,तु,182.865,183.035
1,7,भट्टिनी,183.035,184.720
1,7,अब्रह्मण्यमवध्योक्तौ,184.720,188.020
1,7,राजश्यालस्तु,188.020,189.450
1,7,राष्ट्रियः,189.450,190.920
1,7,अम्बा,190.920,192.120
1,7,माताथ,192.120,192.905
1,7,बाला,192.905,193.790
1,7,स्याद्वासूरार्यस्तु,193.790,197.160
1,7,मारिषः,197.160,197.880
1,7,अत्तिका,197.880,199.625
1,7,भगिनी,199.625,200.510
1,7,ज्येष्ठा,200.510,202.350
1,7,निष्ठानिर्वहणे,202.350,203.870
1,7,समे,203.870,205.260
1,7,हण्डे,205.260,205.880
1,7,हञ्जे,205.880,206.575
1,7,हलाह्वाने,206.575,208.695
1,7,नीचां,208.695,209.440
1,7,चेटीं,209.440,210.490
1,7,सखीं,210.490,212.185
1,7,प्रति,212.185,213.600
1,7,अङ्गहारोऽङ्गविक्षेपो,213.600,216.440
1,7,व्यञ्जकाभिनयौ,216.440,217.655
1,7,समौ,217.655,218.980
1,7,निर्वृत्ते,218.980,220.175
1,7,त्वङ्गसत्त्वाभ्यां,220.175,223.010
1,7,द्वे,223.010,223.625
1,7,त्रिष्वाङ्गिकसात्त्विके,223.625,226.800
1,7,शृङ्गारवीरकरुणाद्भुतहास्यभयानकाः,226.800,232.360
1,7,बीभत्सरौद्रौ,232.360,233.805
1,7,च,233.805,234.120
1,7,रसाः,234.120,235.720
1,7,शृङ्गारः,235.720,236.615
1,7,शुचिरुज्ज्वलः,236.615,238.880
1,7,उत्साहवर्धनो,238.880,240.350
1,7,वीरः,240.350,240.730
1,7,कारुण्यं,240.730,242.865
1,7,करुणा,242.865,243.450
1,7,घृणा,243.450,243.480
1,7,कृपा,243.480,243.940
1,7,दयानुकम्पा,243.940,246.875
1,7,स्यादनुक्रोशोऽप्यथो,246.875,250.285
1,7,हसः,250.285,250.680
1,7,हासो,250.680,252.460
1,7,हास्यं,252.460,253.410
1,7,च,253.410,253.605
1,7,बीभत्सं,253.605,254.440
1,7,विकृतं,254.440,255.640
1,7,त्रिष्विदं,255.640,256.675
1,7,द्वयम्,256.675,258.220
1,7,विस्मयोऽद्भुतमाश्चर्यं,258.220,261.620
1,7,चित्रमप्यथ,261.620,262.685
1,7,भैरवम्,262.685,264.480
1,7,दारुणं,264.480,265.255
1,7,भीषणं,265.255,266.075
1,7,भीष्मं,266.075,267.935
1,7,घोरं,267.935,268.545
1,7,भीमं,268.545,269.150
1,7,भयानकम्,269.150,271.080
1,7,भयङ्करं,271.080,271.965
1,7,प्रतिभयं,271.965,273.795
1,7,रौद्रं,273.795,274.725
1,7,तूग्रममी,274.725,275.915
1,7,त्रिषु,275.915,277.400
1,7,चतुर्दश,277.400,278.085
1,7,दरस्त्रासो,278.085,280.520
1,7,भीतिर्भीः,280.520,281.610
1,7,साध्वसं,281.610,282.735
1,7,भयम्,282.735,284.060
1,7,विकारो,284.060,284.890
1,7,मानसो,284.890,285.710
1,7,भावोऽनुभावो,285.710,288.360
1,7,भावबोधकः,288.360,290.720
1,7,गर्वोऽभिमानोऽहङ्कारो,290.720,294.260
1,7,मानश्चित्तसमुन्नतिः,294.260,296.800
1,7,दर्पोऽवलोकोऽवष्टम्भश्चित्तोद्रेकः,296.800,302.320
1,7,स्मयो,302.320,303.015
1,7,मदः,303.015,303.960
1,7,अनादरः,303.960,305.255
1,7,परिभवः,305.255,307.115
1,7,परीभावस्तिरस्क्रिया,307.115,310.140
1,7,रीढावमाननावज्ञावहेलनमसूर्क्षणम्,310.140,314.960
1,7,मन्दाक्षं,314.960,316.925
1,7,ह्रीस्त्रपा,316.925,318.225
1,7,व्रीडा,318.225,319.190
1,7,लज्जा,319.190,320.470
1,7,सापत्रपान्यतः,320.470,322.220
1,7,क्षान्तिस्तितिक्षाभिध्या,322.220,326.115
1,7,तु,326.115,326.510
1,7,परस्य,326.510,327.620
1,7,विषये,327.620,328.355
1,7,स्पृहा,328.355,329.480
1,7,अक्षान्तिरीर्ष्यासूया,329.480,332.740
1,7,तु,332.740,333.770
1,7,दोषारोपो,333.770,335.100
1,7,गुणेष्वपि,335.100,336.600
1,7,वैरं,336.600,337.555
1,7,विरोधो,337.555,338.435
1,7,विद्वेषो,338.435,339.345
1,7,मन्युशोकौ,339.345,341.450
1,7,तु,341.450,341.645
1,7,शुक्स्त्रियाम्,341.645,343.560
1,7,पश्चात्तापोऽनुतापश्च,343.560,346.140
1,7,विप्रतीसार,346.140,348.630
1,7,इत्यपि,348.630,349.900
1,7,कोपक्रोधामर्षरोषप्रतिघा,349.900,353.810
1,7,रुट्क्रुधौ,353.810,354.465
1,7,स्त्रियौ,354.465,356.080
1,7,शुचौ,356.080,356.510
1,7,तु,356.510,356.650
1,7,चरिते,356.650,357.470
1,7,शीलमुन्मादश्चित्तविभ्रमः,357.470,362.440
1,7,प्रेमा,362.440,363.230
1,7,ना,363.230,363.875
1,7,प्रियता,363.875,364.945
1,7,हार्दं,364.945,366.370
1,7,प्रेमस्नेहोऽथ,366.370,367.800
1,7,दोहदम्,367.800,369.720
1,7,इच्छा,369.720,370.035
1,7,काङ्क्षा,370.035,371.320
1,7,स्पृहेहा,371.320,372.415
1,7,तृड्वाञ्छा,372.415,374.805
1,7,लिप्सा,374.805,375.370
1,7,मनोरथः,375.370,376.040
1,7,कामोऽभिलाषस्तर्षश्च,376.040,380.680
1,7,सोऽत्यर्थं,380.680,381.985
1,7,लालसा,381.985,383.055
1,7,द्वयोः,383.055,384.840
1,7,उपाधिर्ना,384.840,385.830
1,7,धर्मचिन्ता,385.830,387.990
1,7,पुंस्याधिर्मानसी,387.990,389.615
1,7,व्यथा,389.615,391.500
1,7,स्याच्चिन्ता,391.500,393.030
1,7,स्मृतिराध्यानमुत्कण्ठोत्कलिके,393.030,397.370
1,7,समे,397.370,399.080
1,7,उत्साहोऽध्यवसायः,399.080,400.970
1,7,स्यात्स,400.970,402.695
1,7,वीर्यमतिशक्तिभाक्,402.695,405.940
1,7,कपटोऽस्त्री,405.940,407.030
1,7,व्याजदम्भोपधयश्छद्मकैतवे,407.030,412.320
1,7,कुसृतिर्निकृतिः,412.320,413.520
1,7,शाठ्यं,413.520,414.935
1,7,प्रमादोऽनवधानता,414.935,418.820
1,7,कौतूहलं,418.820,419.700
1,7,कौतुकं,419.700,420.565
1,7,च,420.565,421.810
1,7,कुतुकं,421.810,422.265
1,7,च,422.265,422.615
1,7,कुतूहलम्,422.615,424.200
1,7,स्त्रीणां,424.200,425.220
1,7,विलासबिब्बोकविभ्रमा,425.220,427.715
1,7,ललितं,427.715,428.360
1,7,तथा,428.360,430.020
1,7,हेला,430.020,430.690
1,7,लीलेत्यमी,430.690,432.125
1,7,हावाः,432.125,433.770
1,7,क्रियाः,433.770,434.405
1,7,शृङ्गारभावजाः,434.405,437.280
1,7,द्रवकेलिपरीहासाः,437.280,440.400
1,7,क्रीडा,440.400,440.985
1,7,लीला,440.985,441.710
1,7,च,441.710,442.390
1,7,नर्म,442.390,443.450
1,7,च,443.450,443.560
1,7,व्याजोऽपदेशो,443.560,445.200
1,7,लक्ष्यं,445.200,445.985
1,7,च,445.985,447.175
1,7,क्रीडा,447.175,447.890
1,7,खेला,447.890,448.595
1,7,च,448.595,448.775
1,7,कूर्दनम्,448.775,450.880
1,7,घर्मो,450.880,451.490
1,7,निदाघः,451.490,452.290
1,7,स्वेदः,452.290,452.910
1,7,स्यात्प्रलयो,452.910,455.220
1,7,नष्टचेष्टता,455.220,458.440
1,7,अवहित्थाकारगुप्तिः,458.440,461.110
1,7,समौ,461.110,461.650
1,7,संवेगसंभ्रमौ,461.650,464.480
1,7,स्यादाच्छुरितकं,464.480,466.680
1,7,हासः,466.680,468.285
1,7,सोत्प्रासः,468.285,469.525
1,7,स,469.525,469.805
1,7,मनाक्स्मितम्,469.805,471.400
1,7,मध्यमः,471.400,472.770
1,7,स्याद्विहसितं,472.770,475.325
1,7,रोमाञ्चो,475.325,476.580
1,7,रोमहर्षणम्,476.580,479.120
1,7,क्रन्दितं,479.120,480.340
1,7,रुदितम्क्रुष्टं,480.340,481.905
1,7,जृम्भस्तु,481.905,482.740
1,7,त्रिषु,482.740,483.275
1,7,जृम्भणम्,483.275,484.360
1,7,विप्रलम्भो,484.360,486.000
1,7,विसंवादो,486.000,488.020
1,7,रिङ्गणं,488.020,488.845
1,7,स्खलनं,488.845,489.675
1,7,समे,489.675,491.040
1,7,स्यान्निद्रा,491.040,492.455
1,7,शयनं,492.455,493.120
1,7,स्वापः,493.120,494.855
1,7,स्वप्नः,494.855,495.510
1,7,संवेश,495.510,496.390
1,7,इत्यपि,496.390,498.360
1,7,तन्द्री,498.360,498.990
1,7,प्रमीला,498.990,500.170
1,7,भ्रकुटिर्भ्रुकुटिर्भ्रूकुटिः,500.170,503.235
1,7,स्त्रियाम्,503.235,504.600
1,7,अदृष्टिः,504.600,505.695
1,7,स्यादसौम्येऽक्ष्णि,505.695,508.680
1,7,संसिद्धिप्रकृती,508.680,510.715
1,7,त्विमे,510.715,512.080
1,7,स्वरूपं,512.080,513.035
1,7,च,513.035,513.200
1,7,स्वभावश्च,513.200,514.320
1,7,निसर्गश्चाथ,514.320,516.625
1,7,वेपथुः,516.625,518.760
1,7,कम्पोऽथ,518.760,519.300
1,7,क्षण,519.300,520.590
1,7,उद्धर्षो,520.590,522.370
1,7,मह,522.370,522.730
1,7,उद्धव,522.730,523.170
1,7,उत्सवः,523.170,525.680
1,7,इति,525.680,525.830
1,7,नाट्यवर्गः,525.830,528.880
1,8,अथ,0.000,0.590
1,8,पातालभोगिवर्गः,0.590,4.080
1,8,अधोभुवनपातालं,4.080,6.445
1,8,बलिसद्म,6.445,7.980
1,8,रसातलम्,7.980,10.060
1,8,नागलोकोऽथ,10.060,11.420
1,8,कुहरं,11.420,12.900
1,8,शुषिरं,12.900,13.605
1,8,विवरं,13.605,14.385
1,8,बिलम्,14.385,15.440
1,8,छिद्रं,15.440,16.220
1,8,निर्व्यथनं,16.220,17.175
1,8,रोकं,17.175,18.190
1,8,रन्ध्रं,18.190,19.310
1,8,श्वभ्रं,19.310,20.105
1,8,वपा,20.105,20.595
1,8,शुषिः,20.595,21.620
1,8,गर्तावटौ,21.620,23.195
1,8,भुवि,23.195,23.660
1,8,श्वभ्रे,23.660,25.345
1,8,सरन्ध्रे,25.345,26.210
1,8,सुषिरं,26.210,26.840
1,8,त्रिषु,26.840,28.320
1,8,अन्धकारोऽस्त्रियां,28.320,30.380
1,8,ध्वान्तं,30.380,31.180
1,8,तमिस्रं,31.180,33.085
1,8,तिमिरं,33.085,33.735
1,8,तमः,33.735,35.300
1,8,ध्वान्ते,35.300,36.440
1,8,गाढेऽन्धतमसं,36.440,38.930
1,8,क्षीणोऽन्धतमसं,38.930,40.405
1,8,तमः,40.405,41.960
1,8,विष्वक्संतमसं,41.960,43.530
1,8,नागाः,43.530,45.565
1,8,काद्रवेयास्तदीश्वराः,45.565,48.980
1,8,शेषोऽनन्तो,48.980,50.315
1,8,वासुकिस्तु,50.315,52.130
1,8,सर्पराजोऽथ,52.130,53.470
1,8,गोनसे,53.470,55.320
1,8,तिलित्सः,55.320,55.960
1,8,स्यादजगरे,55.960,57.970
1,8,शयुर्वाहस,57.970,59.065
1,8,इत्युभौ,59.065,60.540
1,8,अलगर्दो,60.540,61.660
1,8,जलव्यालः,61.660,63.575
1,8,समौ,63.575,64.035
1,8,राजिलडुण्डुभौ,64.035,66.240
1,8,मालुधानो,66.240,67.480
1,8,मातुलाहिर्निर्मुक्तो,67.480,71.080
1,8,मुक्तकञ्चुकः,71.080,73.200
1,8,सर्पः,73.200,74.515
1,8,पृदाकुर्भुजगो,74.515,76.255
1,8,भुजङ्गोऽहिर्भुजङ्गमः,76.255,79.160
1,8,आशीविषो,79.160,80.025
1,8,विषधरश्चक्री,80.025,82.680
1,8,व्यालः,82.680,83.250
1,8,सरीसृपः,83.250,85.640
1,8,कुण्डली,85.640,86.125
1,8,गूढपाच्चक्षुःश्रवाः,86.125,88.475
1,8,काकोदरः,88.475,89.805
1,8,फणी,89.805,90.760
1,8,दर्वीकरो,90.760,92.420
1,8,दीर्घपृष्ठो,92.420,93.380
1,8,दन्दशूको,93.380,95.795
1,8,बिलेशयः,95.795,97.680
1,8,उरगः,97.680,98.125
1,8,पन्नगो,98.125,99.050
1,8,भोगी,99.050,99.630
1,8,जिह्मगः,99.630,101.000
1,8,पवनाशनः,101.000,102.160
1,8,लेलिहानो,102.160,104.755
1,8,द्विरसनो,104.755,105.255
1,8,गोकर्णः,105.255,107.530
1,8,कञ्चुकी,107.530,108.340
1,8,तथा,108.340,109.740
1,8,कुम्भीनसः,109.740,110.760
1,8,फणधरो,110.760,111.225
1,8,हरिर्भोगधरस्तथा,111.225,115.280
1,8,अहेः,115.280,115.670
1,8,शरीरं,115.670,116.505
1,8,भोगः,116.505,117.035
1,8,स्यादाशीरप्यहिदंष्ट्रिका,117.035,121.740
1,8,त्रिष्वाहेयं,121.740,123.035
1,8,विषास्थ्यादि,123.035,124.595
1,8,स्फटायां,124.595,126.695
1,8,तु,126.695,126.850
1,8,फणा,126.850,127.565
1,8,द्वयोः,127.565,129.080
1,8,समौ,129.080,129.640
1,8,कञ्चुकनिर्मोकौ,129.640,131.945
1,8,क्ष्वेडस्तु,131.945,132.810
1,8,गरलं,132.810,133.375
1,8,विषम्,133.375,134.180
1,8,पुंसि,134.180,135.120
1,8,क्लीबे,135.120,136.015
1,8,च,136.015,136.205
1,8,काकोलकालकूटहलाहलाः,136.205,140.200
1,8,सौराष्ट्रिकः,140.200,141.425
1,8,शौक्लिकेयो,141.425,142.865
1,8,ब्रह्मपुत्रः,142.865,144.605
1,8,प्रदीपनः,144.605,147.220
1,8,दारदो,147.220,148.050
1,8,वत्सनाभश्च,148.050,150.055
1,8,विषभेदा,150.055,150.785
1,8,अमी,150.785,151.170
1,8,नव,151.170,152.440
1,8,विषवैद्यो,152.440,153.840
1,8,जाङ्गुलिको,153.840,154.725
1,8,व्यालग्राह्यहितुण्डिकः,154.725,159.840
1,8,इति,159.840,160.060
1,8,पातालभोगिवर्गः,160.060,163.800
1,9,अथ,0.000,0.800
1,9,नरकवर्गः,0.800,3.480
1,9,स्यान्नारकस्तु,3.480,5.340
1,9,नरको,5.340,7.025
1,9,निरयो,7.025,7.620
1,9,दुर्गतिः,7.620,8.360
1,9,स्त्रियाम्,8.360,9.800
1,9,तद्भेदास्तपनावीचिमहारौरवरौरवाः,9.800,16.200
1,9,सङ्घातः,16.200,17.285
1,9,कालसूत्रं,17.285,18.760
1,9,चेत्याद्याः,18.760,20.630
1,9,सत्त्वास्तु,20.630,21.810
1,9,नारकाः,21.810,23.920
1,9,प्रेता,23.920,24.605
1,9,वैतरणी,24.605,25.655
1,9,सिन्धुः,25.655,27.365
1,9,स्यादलक्ष्मीस्तु,27.365,29.060
1,9,निरृतिः,29.060,31.200
1,9,विष्टिराजूः,31.200,32.415
1,9,कारणा,32.415,33.620
1,9,तु,33.620,34.200
1,9,यातना,34.200,35.090
1,9,तीव्रवेदना,35.090,37.440
1,9,पीडा,37.440,38.080
1,9,बाधा,38.080,39.100
1,9,व्यथा,39.100,39.820
1,9,दुःखमामनस्यं,39.820,42.620
1,9,प्रसूतिजम्,42.620,43.920
1,9,स्यात्कष्टं,43.920,46.280
1,9,कृच्छ्रमाभीलं,46.280,48.200
1,9,त्रिष्वेषां,48.200,49.645
1,9,भेद्यगामि,49.645,51.045
1,9,यत्,51.045,53.160
1,9,इति,53.160,53.305
1,9,नरकवर्गः,53.305,56.080
1,10,अथ,0.000,0.675
1,10,वारिवर्गः,0.675,3.520
1,10,समुद्रोऽब्धिरकूपारः,3.520,5.950
1,10,पारावारः,5.950,8.320
